Data_type	names	gene	number_transitions	onset_gen	length	complete	Lineage	is_up	is_down	Condition
22G	Gene:WBGene00018760:22G:F53E10.4, irg-3:WAGO	F53E10.4, irg-3	1	20	1	0	H1	1	0	High dose
22G	Gene:WBGene00018767:22G:F53G2.2:WAGO	F53G2.2	2	8	11	1	H1	0	1	High dose
22G	Gene:WBGene00018768:22G:F53G2.3:WAGO	F53G2.3	2	8	11	1	H1	0	1	High dose
22G	Gene:WBGene00018786:22G:F54A5.1, hmbx-1:CSR	F54A5.1, hmbx-1	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00018808:22G:F54D10.7:CSR	F54D10.7	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00018808:22G:F54D10.7:CSR	F54D10.7	1	20	1	0	H1	1	0	High dose
22G	Gene:WBGene00018911:22G:F56A4.3:WAGO	F56A4.3	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00018925:22G:F56A11.5:CSR	F56A11.5	2	2	5	1	H1	1	0	High dose
22G	Gene:WBGene00018933:22G:F56B3.9:WAGO	F56B3.9	2	2	1	1	H1	0	1	High dose
22G	Gene:WBGene00018943:22G:dgn-2, F56C3.6:WAGO	dgn-2, F56C3.6	2	14	1	1	H1	1	0	High dose
22G	Gene:WBGene00018943:22G:dgn-2, F56C3.6:WAGO	dgn-2, F56C3.6	2	18	1	1	H1	1	0	High dose
22G	Gene:WBGene00018991:22G:F56F11.4:CSR	F56F11.4	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00019005:22G:F57B10.8:CSR	F57B10.8	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00019005:22G:F57B10.8:CSR	F57B10.8	1	20	1	0	H1	1	0	High dose
22G	Gene:WBGene00019030:22G:exc-6, F58B6.2:WAGO	exc-6, F58B6.2	2	14	3	1	H1	1	0	High dose
22G	Gene:WBGene00019035:22G:F58E1.3, fbxb-26:WAGO	F58E1.3, fbxb-26	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00019069:22G:F58H7.3, lgc-30:WAGO	F58H7.3, lgc-30	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00019069:22G:F58H7.3, lgc-30:WAGO	F58H7.3, lgc-30	2	8	1	1	H1	1	0	High dose
22G	Gene:WBGene00019069:22G:F58H7.3, lgc-30:WAGO	F58H7.3, lgc-30	2	14	3	1	H1	1	0	High dose
22G	Gene:WBGene00019094:22G:F59A7.7:WAGO	F59A7.7	2	12	1	1	H1	0	1	High dose
22G	Gene:WBGene00019133:22G:F59H6.2:WAGO	F59H6.2	2	14	1	1	H1	1	0	High dose
22G	Gene:WBGene00019142:22G:btb-4, F59H6.12:WAGO	btb-4, F59H6.12	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00019142:22G:btb-4, F59H6.12:WAGO	btb-4, F59H6.12	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00019153:22G:H04M03.3:CSR	H04M03.3	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00019158:22G:H05C05.2:CSR, WAGO	H05C05.2	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00019250:22G:H28G03.2:WAGO	H28G03.2	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00019295:22G:K02B2.1, pfkb-1.2:CSR	K02B2.1, pfkb-1.2	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00019308:22G:K02E7.3:WAGO	K02E7.3	2	4	9	1	H1	0	1	High dose
22G	Gene:WBGene00019308:22G:K02E7.3:WAGO	K02E7.3	1	20	1	0	H1	0	1	High dose
22G	Gene:WBGene00019333:22G:K02F3.10, moma-1:CSR	K02F3.10, moma-1	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00019334:22G:K02F3.12:CSR	K02F3.12	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00019354:22G:K03B4.2:CSR	K03B4.2	2	18	1	1	H1	1	0	High dose
22G	Gene:WBGene00019357:22G:cpg-8, K03B4.7:CSR	cpg-8, K03B4.7	2	12	3	1	H1	1	0	High dose
22G	Gene:WBGene00019370:22G:K03H6.5:WAGO	K03H6.5	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00019372:22G:K03H9.3:WAGO	K03H9.3	2	4	5	1	H1	1	0	High dose
22G	Gene:WBGene00019372:22G:K03H9.3:WAGO	K03H9.3	1	20	1	0	H1	0	1	High dose
22G	Gene:WBGene00019381:22G:K04C2.3:WAGO	K04C2.3	2	14	1	1	H1	1	0	High dose
22G	Gene:WBGene00019427:22G:atg-16.2, K06A1.5:CSR	atg-16.2, K06A1.5	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00019434:22G:K06A5.8, nmtn-1:WAGO	K06A5.8, nmtn-1	2	4	9	1	H1	1	0	High dose
22G	Gene:WBGene00019442:22G:K06C4.1:WAGO	K06C4.1	2	8	1	1	H1	0	1	High dose
22G	Gene:WBGene00019540:22G:K08D12.6:WAGO	K08D12.6	2	4	3	1	H1	0	1	High dose
22G	Gene:WBGene00019540:22G:K08D12.6:WAGO	K08D12.6	2	10	3	1	H1	0	1	High dose
22G	Gene:WBGene00019540:22G:K08D12.6:WAGO	K08D12.6	1	20	1	0	H1	0	1	High dose
22G	Gene:WBGene00019577:22G:K09E3.6, lido-6:WAGO	K09E3.6, lido-6	2	12	1	1	H1	1	0	High dose
22G	Gene:WBGene00019577:22G:K09E3.6, lido-6:WAGO	K09E3.6, lido-6	2	16	3	1	H1	1	0	High dose
22G	Gene:WBGene00019577:22G:K09E3.6, lido-6:WAGO	K09E3.6, lido-6	1	20	1	0	H1	0	1	High dose
22G	Gene:WBGene00019585:22G:K09F6.2:WAGO	K09F6.2	2	8	5	1	H1	0	1	High dose
22G	Gene:WBGene00019585:22G:K09F6.2:WAGO	K09F6.2	1	20	1	0	H1	0	1	High dose
22G	Gene:WBGene00019589:22G:K09F6.6:WAGO	K09F6.6	1	10	11	0	H1	1	0	High dose
22G	Gene:WBGene00019595:22G:dscc-1, K09H9.2:CSR	dscc-1, K09H9.2	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00019631:22G:K10D2.5:CSR	K10D2.5	2	12	1	1	H1	1	0	High dose
22G	Gene:WBGene00019631:22G:K10D2.5:CSR	K10D2.5	1	20	1	0	H1	1	0	High dose
22G	Gene:WBGene00019636:22G:gsto-3, K10F12.4:WAGO	gsto-3, K10F12.4	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00019651:22G:K11D12.12:CSR	K11D12.12	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00019651:22G:K11D12.12:CSR	K11D12.12	2	18	1	1	H1	1	0	High dose
22G	Gene:WBGene00019657:22G:K11G12.6:CSR	K11G12.6	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00019680:22G:K12H4.5:CSR	K12H4.5	2	4	3	1	H1	1	0	High dose
22G	Gene:WBGene00019680:22G:K12H4.5:CSR	K12H4.5	2	14	1	1	H1	1	0	High dose
22G	Gene:WBGene00019680:22G:K12H4.5:CSR	K12H4.5	1	20	1	0	H1	1	0	High dose
22G	Gene:WBGene00019683:22G:K12H6.2:CSR	K12H6.2	2	8	1	1	H1	1	0	High dose
22G	Gene:WBGene00019683:22G:K12H6.2:CSR	K12H6.2	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00019699:22G:M01D1.2, math-34:WAGO	M01D1.2, math-34	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00019759:22G:M03F4.6:CSR	M03F4.6	2	4	3	1	H1	0	1	High dose
22G	Gene:WBGene00019759:22G:M03F4.6:CSR	M03F4.6	2	16	1	1	H1	0	1	High dose
22G	Gene:WBGene00019760:22G:calu-1, M03F4.7:CSR	calu-1, M03F4.7	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00019760:22G:calu-1, M03F4.7:CSR	calu-1, M03F4.7	2	18	1	1	H1	1	0	High dose
22G	Gene:WBGene00019838:22G:R02F2.9:CSR	R02F2.9	2	4	3	1	H1	1	0	High dose
22G	Gene:WBGene00019838:22G:R02F2.9:CSR	R02F2.9	2	10	3	1	H1	1	0	High dose
22G	Gene:WBGene00019858:22G:R03H10.6:WAGO	R03H10.6	2	4	3	1	H1	1	0	High dose
22G	Gene:WBGene00019905:22G:R05G9.3:WAGO	R05G9.3	2	12	1	1	H1	1	0	High dose
22G	Gene:WBGene00019907:22G:R05H11.1:WAGO	R05H11.1	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00019907:22G:R05H11.1:WAGO	R05H11.1	2	18	1	1	H1	1	0	High dose
22G	Gene:WBGene00019912:22G:R06B10.1:WAGO	R06B10.1	1	20	1	0	H1	0	1	High dose
22G	Gene:WBGene00019918:22G:fbxc-36, R07C3.2:CSR	fbxc-36, R07C3.2	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00019918:22G:fbxc-36, R07C3.2:CSR	fbxc-36, R07C3.2	2	8	1	1	H1	0	1	High dose
22G	Gene:WBGene00019918:22G:fbxc-36, R07C3.2:CSR	fbxc-36, R07C3.2	2	18	1	1	H1	0	1	High dose
22G	Gene:WBGene00019959:22G:R08E3.3:WAGO	R08E3.3	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00019959:22G:R08E3.3:WAGO	R08E3.3	2	14	3	1	H1	1	0	High dose
22G	Gene:WBGene00019985:22G:R09E12.6:WAGO	R09E12.6	2	4	9	1	H1	0	1	High dose
22G	Gene:WBGene00019985:22G:R09E12.6:WAGO	R09E12.6	1	20	1	0	H1	0	1	High dose
22G	Gene:WBGene00019987:22G:R09F10.3:CSR	R09F10.3	2	2	5	1	H1	1	0	High dose
22G	Gene:WBGene00019987:22G:R09F10.3:CSR	R09F10.3	2	14	1	1	H1	1	0	High dose
22G	Gene:WBGene00019994:22G:cdh-1, R10F2.1:WAGO	cdh-1, R10F2.1	2	8	1	1	H1	0	1	High dose
22G	Gene:WBGene00019994:22G:cdh-1, R10F2.1:WAGO	cdh-1, R10F2.1	2	12	7	1	H1	0	1	High dose
22G	Gene:WBGene00019997:22G:R10F2.6:ALG, WAGO	R10F2.6	2	12	1	1	H1	0	1	High dose
22G	Gene:WBGene00020005:22G:R11E3.3:WAGO	R11E3.3	2	18	1	1	H1	0	1	High dose
22G	Gene:WBGene00020025:22G:R12C12.5:CSR	R12C12.5	2	10	3	1	H1	1	0	High dose
22G	Gene:WBGene00020026:22G:R12C12.6:CSR	R12C12.6	2	16	3	1	H1	1	0	High dose
22G	Gene:WBGene00020100:22G:mks-1, R148.1:WAGO	mks-1, R148.1	2	8	1	1	H1	0	1	High dose
22G	Gene:WBGene00020142:22G:aak-2, T01C8.1:CSR	aak-2, T01C8.1	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00020160:22G:igcm-3, T02C5.3:CSR	igcm-3, T02C5.3	2	8	1	1	H1	0	1	High dose
22G	Gene:WBGene00020160:22G:igcm-3, T02C5.3:CSR	igcm-3, T02C5.3	2	16	1	1	H1	0	1	High dose
22G	Gene:WBGene00020164:22G:T02G5.4:WAGO	T02G5.4	2	18	1	1	H1	1	0	High dose
22G	Gene:WBGene00020207:22G:T04B8.5:WAGO	T04B8.5	2	14	3	1	H1	1	0	High dose
22G	Gene:WBGene00020300:22G:ssna-1, T07A9.13:CSR	ssna-1, T07A9.13	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00020318:22G:T07F8.1:WAGO	T07F8.1	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00020427:22G:sav-1, T10H10.3:CSR	sav-1, T10H10.3	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00020427:22G:sav-1, T10H10.3:CSR	sav-1, T10H10.3	1	20	1	0	H1	1	0	High dose
22G	Gene:WBGene00020434:22G:T11F8.2:CSR	T11F8.2	2	2	1	1	H1	0	1	High dose
22G	Gene:WBGene00020434:22G:T11F8.2:CSR	T11F8.2	2	12	1	1	H1	0	1	High dose
22G	Gene:WBGene00020434:22G:T11F8.2:CSR	T11F8.2	1	20	1	0	H1	0	1	High dose
22G	Gene:WBGene00020442:22G:gen-1, T12A2.8:CSR	gen-1, T12A2.8	2	18	1	1	H1	1	0	High dose
22G	Gene:WBGene00020443:22G:esyt-2, T12A2.15:CSR	esyt-2, T12A2.15	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00020451:22G:fbxa-11, T12B5.4:WAGO	fbxa-11, T12B5.4	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00020455:22G:fbxa-59, T12B5.8:WAGO	fbxa-59, T12B5.8	1	20	1	0	H1	1	0	High dose
22G	Gene:WBGene00020480:22G:ssup-72, T13C2.4:CSR	ssup-72, T13C2.4	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00020507:22G:T14F9.1, vha-15:CSR	T14F9.1, vha-15	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00020557:22G:T19B4.3:CSR	T19B4.3	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00020560:22G:T19C3.2:WAGO	T19C3.2	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00020572:22G:rund-1, T19D7.4:WAGO	rund-1, T19D7.4	2	18	1	1	H1	1	0	High dose
22G	Gene:WBGene00020596:22G:oga-1, T20B5.3:CSR	oga-1, T20B5.3	2	14	1	1	H1	0	1	High dose
22G	Gene:WBGene00020632:22G:T20F7.5:WAGO	T20F7.5	1	2	19	0	H1	1	0	High dose
22G	Gene:WBGene00020636:22G:T20H4.5:CSR	T20H4.5	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00020771:22G:T24E12.1:CSR	T24E12.1	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00020771:22G:T24E12.1:CSR	T24E12.1	1	20	1	0	H1	0	1	High dose
22G	Gene:WBGene00020780:22G:T24H5.1:WAGO	T24H5.1	1	20	1	0	H1	0	1	High dose
22G	Gene:WBGene00020784:22G:T24H7.5, tat-4:WAGO	T24H7.5, tat-4	2	2	5	1	H1	1	0	High dose
22G	Gene:WBGene00020784:22G:T24H7.5, tat-4:WAGO	T24H7.5, tat-4	2	12	3	1	H1	1	0	High dose
22G	Gene:WBGene00020784:22G:T24H7.5, tat-4:WAGO	T24H7.5, tat-4	1	18	3	0	H1	1	0	High dose
22G	Gene:WBGene00020797:22G:T25D3.3:WAGO	T25D3.3	2	4	3	1	H1	0	1	High dose
22G	Gene:WBGene00020797:22G:T25D3.3:WAGO	T25D3.3	2	12	1	1	H1	1	0	High dose
22G	Gene:WBGene00020797:22G:T25D3.3:WAGO	T25D3.3	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00020797:22G:T25D3.3:WAGO	T25D3.3	1	20	1	0	H1	0	1	High dose
22G	Gene:WBGene00020830:22G:T26C11.4:CSR	T26C11.4	2	8	1	1	H1	0	1	High dose
22G	Gene:WBGene00020842:22G:nmrk-1, T27A3.6:CSR	nmrk-1, T27A3.6	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00020930:22G:hlh-30, W02C12.3:WAGO	hlh-30, W02C12.3	2	2	5	1	H1	1	0	High dose
22G	Gene:WBGene00020930:22G:hlh-30, W02C12.3:WAGO	hlh-30, W02C12.3	2	12	7	1	H1	1	0	High dose
22G	Gene:WBGene00020937:22G:W02D3.12:CSR	W02D3.12	2	8	1	1	H1	0	1	High dose
22G	Gene:WBGene00021008:22G:W03F11.5:WAGO	W03F11.5	2	4	3	1	H1	1	0	High dose
22G	Gene:WBGene00021008:22G:W03F11.5:WAGO	W03F11.5	1	20	1	0	H1	1	0	High dose
22G	Gene:WBGene00021024:22G:W04C9.2:CSR	W04C9.2	2	4	3	1	H1	1	0	High dose
22G	Gene:WBGene00021024:22G:W04C9.2:CSR	W04C9.2	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00021024:22G:W04C9.2:CSR	W04C9.2	1	20	1	0	H1	1	0	High dose
22G	Gene:WBGene00021039:22G:W05F2.7:WAGO	W05F2.7	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00021053:22G:gadr-4, W06A11.2:WAGO	gadr-4, W06A11.2	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00021053:22G:gadr-4, W06A11.2:WAGO	gadr-4, W06A11.2	2	14	1	1	H1	1	0	High dose
22G	Gene:WBGene00021061:22G:W06E11.1:CSR	W06E11.1	2	14	1	1	H1	1	0	High dose
22G	Gene:WBGene00021075:22G:sms-5, W07E6.3:WAGO	sms-5, W07E6.3	2	4	3	1	H1	1	0	High dose
22G	Gene:WBGene00021075:22G:sms-5, W07E6.3:WAGO	sms-5, W07E6.3	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00021075:22G:sms-5, W07E6.3:WAGO	sms-5, W07E6.3	1	18	3	0	H1	1	0	High dose
22G	Gene:WBGene00021107:22G:W09B7.2:WAGO	W09B7.2	2	4	3	1	H1	1	0	High dose
22G	Gene:WBGene00021107:22G:W09B7.2:WAGO	W09B7.2	1	20	1	0	H1	1	0	High dose
22G	Gene:WBGene00021271:22G:spe-47, Y23H5A.4:WAGO	spe-47, Y23H5A.4	2	18	1	1	H1	0	1	High dose
22G	Gene:WBGene00021277:22G:Y23H5B.6:CSR	Y23H5B.6	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00021293:22G:Y25C1A.6:CSR	Y25C1A.6	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00021293:22G:Y25C1A.6:CSR	Y25C1A.6	2	10	1	1	H1	0	1	High dose
22G	Gene:WBGene00021295:22G:Y25C1A.8:CSR	Y25C1A.8	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00021312:22G:szy-2, Y32H12A.4:CSR	szy-2, Y32H12A.4	2	12	1	1	H1	1	0	High dose
22G	Gene:WBGene00021312:22G:szy-2, Y32H12A.4:CSR	szy-2, Y32H12A.4	1	20	1	0	H1	1	0	High dose
22G	Gene:WBGene00021319:22G:Y34B4A.2:WAGO	Y34B4A.2	2	8	1	1	H1	1	0	High dose
22G	Gene:WBGene00021319:22G:Y34B4A.2:WAGO	Y34B4A.2	2	12	3	1	H1	1	0	High dose
22G	Gene:WBGene00021332:22G:Y34D9A.7:WAGO	Y34D9A.7	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00021340:22G:Y34F4.5:WAGO	Y34F4.5	2	18	1	1	H1	1	0	High dose
22G	Gene:WBGene00021349:22G:arl-13, Y37E3.5:WAGO	arl-13, Y37E3.5	2	2	1	1	H1	0	1	High dose
22G	Gene:WBGene00021349:22G:arl-13, Y37E3.5:WAGO	arl-13, Y37E3.5	1	18	3	0	H1	0	1	High dose
22G	Gene:WBGene00021357:22G:Y37E11AL.1:WAGO	Y37E11AL.1	1	4	17	0	H1	1	0	High dose
22G	Gene:WBGene00021366:22G:Y37E11AM.2:CSR	Y37E11AM.2	2	14	1	1	H1	0	1	High dose
22G	Gene:WBGene00021415:22G:nsy-4, Y38F2AL.1:WAGO	nsy-4, Y38F2AL.1	1	2	19	0	H1	1	0	High dose
22G	Gene:WBGene00021416:22G:mksr-2, Y38F2AL.2:WAGO	mksr-2, Y38F2AL.2	2	18	1	1	H1	0	1	High dose
22G	Gene:WBGene00021417:22G:nhr-236, Y38F2AL.5:WAGO	nhr-236, Y38F2AL.5	2	4	3	1	H1	1	0	High dose
22G	Gene:WBGene00021417:22G:nhr-236, Y38F2AL.5:WAGO	nhr-236, Y38F2AL.5	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00021427:22G:sec-61.B, Y38F2AR.9:ALG, CSR	sec-61.B, Y38F2AR.9	2	2	5	1	H1	1	0	High dose
22G	Gene:WBGene00021428:22G:Y38F2AR.10:ALG, WAGO	Y38F2AR.10	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00021428:22G:Y38F2AR.10:ALG, WAGO	Y38F2AR.10	1	20	1	0	H1	0	1	High dose
22G	Gene:WBGene00021471:22G:Y39G10AR.15:ALG, CSR	Y39G10AR.15	2	16	1	1	H1	0	1	High dose
22G	Gene:WBGene00021475:22G:tbca-1, Y39G10AR.20:CSR	tbca-1, Y39G10AR.20	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00021479:22G:oac-55, Y39H10A.2:WAGO	oac-55, Y39H10A.2	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00021482:22G:Y39H10A.6:WAGO	Y39H10A.6	2	8	1	1	H1	1	0	High dose
22G	Gene:WBGene00021482:22G:Y39H10A.6:WAGO	Y39H10A.6	1	20	1	0	H1	1	0	High dose
22G	Gene:WBGene00021552:22G:Y44E3B.1, zip-4:CSR	Y44E3B.1, zip-4	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00021552:22G:Y44E3B.1, zip-4:CSR	Y44E3B.1, zip-4	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00021614:22G:Y47A7.2:WAGO	Y47A7.2	2	2	5	1	H1	0	1	High dose
22G	Gene:WBGene00021614:22G:Y47A7.2:WAGO	Y47A7.2	2	12	1	1	H1	0	1	High dose
22G	Gene:WBGene00021634:22G:rde-10, Y47G6A.4:CSR	rde-10, Y47G6A.4	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00021647:22G:Y47G6A.22:CSR	Y47G6A.22	2	4	3	1	H1	1	0	High dose
22G	Gene:WBGene00021647:22G:Y47G6A.22:CSR	Y47G6A.22	2	14	1	1	H1	1	0	High dose
22G	Gene:WBGene00021647:22G:Y47G6A.22:CSR	Y47G6A.22	2	18	1	1	H1	1	0	High dose
22G	Gene:WBGene00021663:22G:Y48G1BL.4:CSR	Y48G1BL.4	2	4	3	1	H1	1	0	High dose
22G	Gene:WBGene00021682:22G:Y48G1C.9:CSR	Y48G1C.9	2	14	1	1	H1	1	0	High dose
22G	Gene:WBGene00021730:22G:Y49F6C.8:CSR	Y49F6C.8	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00021730:22G:Y49F6C.8:CSR	Y49F6C.8	2	14	1	1	H1	1	0	High dose
22G	Gene:WBGene00021736:22G:wrb-1, Y50D4A.2:CSR	wrb-1, Y50D4A.2	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00021736:22G:wrb-1, Y50D4A.2:CSR	wrb-1, Y50D4A.2	2	12	3	1	H1	1	0	High dose
22G	Gene:WBGene00021750:22G:Y50D4C.6:WAGO	Y50D4C.6	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00021771:22G:spe-48, Y51F10.10:CSR	spe-48, Y51F10.10	2	12	1	1	H1	1	0	High dose
22G	Gene:WBGene00021771:22G:spe-48, Y51F10.10:CSR	spe-48, Y51F10.10	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00021799:22G:Y53G8AL.1:WAGO	Y53G8AL.1	2	2	11	1	H1	1	0	High dose
22G	Gene:WBGene00021799:22G:Y53G8AL.1:WAGO	Y53G8AL.1	2	18	1	1	H1	1	0	High dose
22G	Gene:WBGene00021816:22G:Y53G8AR.9:CSR	Y53G8AR.9	2	8	1	1	H1	0	1	High dose
22G	Gene:WBGene00021816:22G:Y53G8AR.9:CSR	Y53G8AR.9	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00021832:22G:syp-5, Y54E10A.12:CSR	syp-5, Y54E10A.12	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00021834:22G:mab-31, Y54E10A.16:WAGO	mab-31, Y54E10A.16	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00021855:22G:Y54F10AR.2:CSR	Y54F10AR.2	2	8	1	1	H1	0	1	High dose
22G	Gene:WBGene00021892:22G:Y54G2A.28:WAGO	Y54G2A.28	1	20	1	0	H1	1	0	High dose
22G	Gene:WBGene00021904:22G:gtf-2H5, Y55B1AL.2:CSR	gtf-2H5, Y55B1AL.2	2	4	3	1	H1	1	0	High dose
22G	Gene:WBGene00021909:22G:Y55B1BL.1:WAGO	Y55B1BL.1	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00021916:22G:Y55D5A.2:WAGO	Y55D5A.2	2	14	3	1	H1	1	0	High dose
22G	Gene:WBGene00021920:22G:mrps-25, Y55F3AM.1:CSR	mrps-25, Y55F3AM.1	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00021927:22G:abhd-14, Y55F3AM.10:WAGO	abhd-14, Y55F3AM.10	1	2	19	0	H1	0	1	High dose
22G	Gene:WBGene00021933:22G:Y55F3AR.2:CSR	Y55F3AR.2	2	12	1	1	H1	1	0	High dose
22G	Gene:WBGene00021959:22G:Y57E12AL.6:ALG, CSR	Y57E12AL.6	1	20	1	0	H1	1	0	High dose
22G	Gene:WBGene00021968:22G:Y57G7A.5:ALG, WAGO	Y57G7A.5	2	4	7	1	H1	0	1	High dose
22G	Gene:WBGene00021968:22G:Y57G7A.5:ALG, WAGO	Y57G7A.5	1	20	1	0	H1	0	1	High dose
22G	Gene:WBGene00022023:22G:Y64H9A.1:CSR	Y64H9A.1	2	8	1	1	H1	1	0	High dose
22G	Gene:WBGene00022023:22G:Y64H9A.1:CSR	Y64H9A.1	2	14	1	1	H1	1	0	High dose
22G	Gene:WBGene00022028:22G:Y65B4A.4:CSR	Y65B4A.4	2	18	1	1	H1	1	0	High dose
22G	Gene:WBGene00022039:22G:Y65B4BL.7:ALG, WAGO	Y65B4BL.7	1	2	19	0	H1	1	0	High dose
22G	Gene:WBGene00022040:22G:Y65B4BR.1:WAGO	Y65B4BR.1	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00022060:22G:dmd-9, Y67D8A.3:WAGO	dmd-9, Y67D8A.3	1	2	19	0	H1	1	0	High dose
22G	Gene:WBGene00022073:22G:Y67D8C.9:CSR	Y67D8C.9	2	2	1	1	H1	0	1	High dose
22G	Gene:WBGene00022103:22G:cdh-12, Y71D11A.1:WAGO	cdh-12, Y71D11A.1	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00022103:22G:cdh-12, Y71D11A.1:WAGO	cdh-12, Y71D11A.1	2	14	5	1	H1	1	0	High dose
22G	Gene:WBGene00022131:22G:Y71F9B.13:WAGO	Y71F9B.13	2	8	7	1	H1	1	0	High dose
22G	Gene:WBGene00022131:22G:Y71F9B.13:WAGO	Y71F9B.13	1	20	1	0	H1	1	0	High dose
22G	Gene:WBGene00022177:22G:Y71H2AM.12:WAGO	Y71H2AM.12	2	12	1	1	H1	1	0	High dose
22G	Gene:WBGene00022181:22G:pho-9, Y71H2AM.16:WAGO	pho-9, Y71H2AM.16	2	4	3	1	H1	1	0	High dose
22G	Gene:WBGene00022181:22G:pho-9, Y71H2AM.16:WAGO	pho-9, Y71H2AM.16	2	10	5	1	H1	1	0	High dose
22G	Gene:WBGene00022181:22G:pho-9, Y71H2AM.16:WAGO	pho-9, Y71H2AM.16	1	20	1	0	H1	1	0	High dose
22G	Gene:WBGene00022182:22G:swsn-3, Y71H2AM.17:CSR	swsn-3, Y71H2AM.17	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00022199:22G:pfk-1.1, Y71H10A.1:CSR	pfk-1.1, Y71H10A.1	2	4	3	1	H1	1	0	High dose
22G	Gene:WBGene00022214:22G:cal-6, Y73B3A.12:CSR	cal-6, Y73B3A.12	2	8	1	1	H1	0	1	High dose
22G	Gene:WBGene00022248:22G:Y73B6BL.27:WAGO	Y73B6BL.27	2	14	1	1	H1	1	0	High dose
22G	Gene:WBGene00022248:22G:Y73B6BL.27:WAGO	Y73B6BL.27	2	18	1	1	H1	1	0	High dose
22G	Gene:WBGene00022251:22G:blos-2, Y73B6BL.30:CSR	blos-2, Y73B6BL.30	2	8	1	1	H1	1	0	High dose
22G	Gene:WBGene00022268:22G:Y73E7A.1:CSR	Y73E7A.1	2	8	1	1	H1	1	0	High dose
