Data_type	names	gene	number_transitions	onset_gen	length	complete	Lineage	is_up	is_down	Condition
22G	Gene:WBGene00022269:22G:aatf-1, Y73E7A.2:CSR	aatf-1, Y73E7A.2	2	12	1	1	H1	1	0	High dose
22G	Gene:WBGene00022276:22G:nlp-40, Y74C9A.2:WAGO	nlp-40, Y74C9A.2	1	20	1	0	H1	0	1	High dose
22G	Gene:WBGene00022290:22G:Y75D11A.1:WAGO	Y75D11A.1	2	4	3	1	H1	1	0	High dose
22G	Gene:WBGene00022290:22G:Y75D11A.1:WAGO	Y75D11A.1	1	20	1	0	H1	1	0	High dose
22G	Gene:WBGene00022311:22G:Y77E11A.8:WAGO	Y77E11A.8	2	2	1	1	H1	0	1	High dose
22G	Gene:WBGene00022312:22G:clec-171, Y77E11A.9:WAGO	clec-171, Y77E11A.9	2	2	1	1	H1	0	1	High dose
22G	Gene:WBGene00022345:22G:fbxa-138, Y82E9BR.12:WAGO	fbxa-138, Y82E9BR.12	2	16	3	1	H1	1	0	High dose
22G	Gene:WBGene00022354:22G:Y82E9BR.22:WAGO	Y82E9BR.22	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00022357:22G:kbp-4, Y92C3B.1:CSR	kbp-4, Y92C3B.1	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00022394:22G:natb-1, Y97E10AL.3:CSR	natb-1, Y97E10AL.3	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00022394:22G:natb-1, Y97E10AL.3:CSR	natb-1, Y97E10AL.3	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00022394:22G:natb-1, Y97E10AL.3:CSR	natb-1, Y97E10AL.3	2	14	1	1	H1	1	0	High dose
22G	Gene:WBGene00022413:22G:Y102A11A.3:WAGO	Y102A11A.3	2	2	1	1	H1	0	1	High dose
22G	Gene:WBGene00022443:22G:Y110A2AL.6:WAGO	Y110A2AL.6	2	4	3	1	H1	0	1	High dose
22G	Gene:WBGene00022443:22G:Y110A2AL.6:WAGO	Y110A2AL.6	2	12	1	1	H1	0	1	High dose
22G	Gene:WBGene00022443:22G:Y110A2AL.6:WAGO	Y110A2AL.6	2	18	1	1	H1	0	1	High dose
22G	Gene:WBGene00022455:22G:tyms-1, Y110A7A.4:CSR	tyms-1, Y110A7A.4	2	4	3	1	H1	1	0	High dose
22G	Gene:WBGene00022471:22G:rnf-145, Y119C1B.5:CSR	rnf-145, Y119C1B.5	2	2	5	1	H1	1	0	High dose
22G	Gene:WBGene00022471:22G:rnf-145, Y119C1B.5:CSR	rnf-145, Y119C1B.5	2	10	3	1	H1	1	0	High dose
22G	Gene:WBGene00022471:22G:rnf-145, Y119C1B.5:CSR	rnf-145, Y119C1B.5	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00022486:22G:fbxa-61, Y119D3B.8:WAGO	fbxa-61, Y119D3B.8	2	8	1	1	H1	1	0	High dose
22G	Gene:WBGene00022486:22G:fbxa-61, Y119D3B.8:WAGO	fbxa-61, Y119D3B.8	1	20	1	0	H1	1	0	High dose
22G	Gene:WBGene00022502:22G:ZC13.1:CSR	ZC13.1	2	8	1	1	H1	0	1	High dose
22G	Gene:WBGene00022519:22G:ZC123.4:WAGO	ZC123.4	1	20	1	0	H1	1	0	High dose
22G	Gene:WBGene00022589:22G:ZC317.6:WAGO	ZC317.6	2	2	17	1	H1	0	1	High dose
22G	Gene:WBGene00022601:22G:ZC404.1:WAGO	ZC404.1	2	4	3	1	H1	1	0	High dose
22G	Gene:WBGene00022601:22G:ZC404.1:WAGO	ZC404.1	1	20	1	0	H1	1	0	High dose
22G	Gene:WBGene00022667:22G:ZK154.5:CSR	ZK154.5	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00022667:22G:ZK154.5:CSR	ZK154.5	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00022667:22G:ZK154.5:CSR	ZK154.5	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00022682:22G:ZK185.2:WAGO	ZK185.2	2	18	1	1	H1	0	1	High dose
22G	Gene:WBGene00022690:22G:math-49, ZK250.7:WAGO	math-49, ZK250.7	2	2	1	1	H1	0	1	High dose
22G	Gene:WBGene00022690:22G:math-49, ZK250.7:WAGO	math-49, ZK250.7	2	10	1	1	H1	0	1	High dose
22G	Gene:WBGene00022690:22G:math-49, ZK250.7:WAGO	math-49, ZK250.7	2	16	1	1	H1	0	1	High dose
22G	Gene:WBGene00022691:22G:math-50, ZK250.8:WAGO	math-50, ZK250.8	2	4	7	1	H1	1	0	High dose
22G	Gene:WBGene00022691:22G:math-50, ZK250.8:WAGO	math-50, ZK250.8	2	14	1	1	H1	1	0	High dose
22G	Gene:WBGene00022693:22G:ZK250.10:WAGO	ZK250.10	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00022702:22G:cutc-1, ZK353.7:CSR	cutc-1, ZK353.7	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00022712:22G:ZK355.2:WAGO	ZK355.2	2	10	9	1	H1	0	1	High dose
22G	Gene:WBGene00022726:22G:nhr-249, ZK381.3:WAGO	nhr-249, ZK381.3	2	8	1	1	H1	1	0	High dose
22G	Gene:WBGene00022726:22G:nhr-249, ZK381.3:WAGO	nhr-249, ZK381.3	2	18	1	1	H1	1	0	High dose
22G	Gene:WBGene00022736:22G:ZK418.7:WAGO	ZK418.7	2	4	5	1	H1	1	0	High dose
22G	Gene:WBGene00022736:22G:ZK418.7:WAGO	ZK418.7	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00022736:22G:ZK418.7:WAGO	ZK418.7	1	20	1	0	H1	1	0	High dose
22G	Gene:WBGene00022767:22G:ZK563.2:WAGO	ZK563.2	2	18	1	1	H1	0	1	High dose
22G	Gene:WBGene00022776:22G:perm-3, ZK616.6:ALG, CSR	perm-3, ZK616.6	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00022787:22G:tag-307, ZK652.10:CSR	tag-307, ZK652.10	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00022850:22G:ZK1127.3:CSR	ZK1127.3	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00023314:22G:H31G24.2:WAGO	H31G24.2	2	4	3	1	H1	1	0	High dose
22G	Gene:WBGene00023314:22G:H31G24.2:WAGO	H31G24.2	2	10	3	1	H1	1	0	High dose
22G	Gene:WBGene00023498:22G:lin-15A, ZK678.1:WAGO	lin-15A, ZK678.1	2	8	1	1	H1	1	0	High dose
22G	Gene:WBGene00023498:22G:lin-15A, ZK678.1:WAGO	lin-15A, ZK678.1	2	12	3	1	H1	1	0	High dose
22G	Gene:WBGene00043538:22G:W03G1.4:WAGO	W03G1.4	2	4	9	1	H1	0	1	High dose
22G	Gene:WBGene00043538:22G:W03G1.4:WAGO	W03G1.4	1	20	1	0	H1	0	1	High dose
22G	Gene:WBGene00043705:22G:egrh-2, Y55F3AM.7:CSR	egrh-2, Y55F3AM.7	2	14	1	1	H1	1	0	High dose
22G	Gene:WBGene00043707:22G:Y55F3C.6:WAGO	Y55F3C.6	2	4	9	1	H1	0	1	High dose
22G	Gene:WBGene00043707:22G:Y55F3C.6:WAGO	Y55F3C.6	1	20	1	0	H1	0	1	High dose
22G	Gene:WBGene00043992:22G:bbs-4, F58A4.14:WAGO	bbs-4, F58A4.14	1	20	1	0	H1	0	1	High dose
22G	Gene:WBGene00044071:22G:D2021.2, dhhc-14:CSR	D2021.2, dhhc-14	2	12	1	1	H1	1	0	High dose
22G	Gene:WBGene00044071:22G:D2021.2, dhhc-14:CSR	D2021.2, dhhc-14	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00044071:22G:D2021.2, dhhc-14:CSR	D2021.2, dhhc-14	1	20	1	0	H1	1	0	High dose
22G	Gene:WBGene00044083:22G:B0564.1, tin-9.2:CSR	B0564.1, tin-9.2	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00044167:22G:C36A4.11:WAGO	C36A4.11	2	4	5	1	H1	1	0	High dose
22G	Gene:WBGene00044204:22G:suds-3, T07C12.14:CSR	suds-3, T07C12.14	2	4	3	1	H1	1	0	High dose
22G	Gene:WBGene00044204:22G:suds-3, T07C12.14:CSR	suds-3, T07C12.14	2	12	1	1	H1	1	0	High dose
22G	Gene:WBGene00044204:22G:suds-3, T07C12.14:CSR	suds-3, T07C12.14	2	18	1	1	H1	1	0	High dose
22G	Gene:WBGene00044213:22G:Y102A5C.36:WAGO	Y102A5C.36	1	20	1	0	H1	1	0	High dose
22G	Gene:WBGene00044322:22G:F15A4.12, tag-280:CSR	F15A4.12, tag-280	2	18	1	1	H1	1	0	High dose
22G	Gene:WBGene00044347:22G:Y71G12B.30:ALG, WAGO	Y71G12B.30	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00044428:22G:T01D1.7:WAGO	T01D1.7	2	16	1	1	H1	0	1	High dose
22G	Gene:WBGene00044461:22G:Y18H1A.14:WAGO	Y18H1A.14	2	2	17	1	H1	0	1	High dose
22G	Gene:WBGene00044468:22G:Y69A2AL.2:WAGO	Y69A2AL.2	2	18	1	1	H1	0	1	High dose
22G	Gene:WBGene00044478:22G:K06B9.6:WAGO	K06B9.6	2	8	1	1	H1	1	0	High dose
22G	Gene:WBGene00044486:22G:Y54G2A.42:WAGO	Y54G2A.42	2	10	1	1	H1	0	1	High dose
22G	Gene:WBGene00044486:22G:Y54G2A.42:WAGO	Y54G2A.42	2	14	1	1	H1	0	1	High dose
22G	Gene:WBGene00044486:22G:Y54G2A.42:WAGO	Y54G2A.42	1	20	1	0	H1	0	1	High dose
22G	Gene:WBGene00044487:22G:Y54G2A.44:WAGO	Y54G2A.44	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00044487:22G:Y54G2A.44:WAGO	Y54G2A.44	2	12	3	1	H1	1	0	High dose
22G	Gene:WBGene00044495:22G:Y54G2A.40:WAGO	Y54G2A.40	2	14	3	1	H1	1	0	High dose
22G	Gene:WBGene00044530:22G:F32D1.11:WAGO	F32D1.11	2	14	1	1	H1	1	0	High dose
22G	Gene:WBGene00044530:22G:F32D1.11:WAGO	F32D1.11	1	20	1	0	H1	1	0	High dose
22G	Gene:WBGene00044637:22G:rft-1, Y47D7A.16:WAGO	rft-1, Y47D7A.16	1	2	19	0	H1	0	1	High dose
22G	Gene:WBGene00044648:22G:R144.13:CSR	R144.13	2	4	3	1	H1	1	0	High dose
22G	Gene:WBGene00044650:22G:Y71G10AR.4:CSR	Y71G10AR.4	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00044655:22G:fbxa-194, M162.11:WAGO	fbxa-194, M162.11	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00044666:22G:F33G12.7:CSR	F33G12.7	2	8	1	1	H1	1	0	High dose
22G	Gene:WBGene00044690:22G:M02B7.7:CSR	M02B7.7	2	16	1	1	H1	0	1	High dose
22G	Gene:WBGene00044702:22G:F46C3.4:WAGO	F46C3.4	1	20	1	0	H1	0	1	High dose
22G	Gene:WBGene00044726:22G:Y53F4B.43:WAGO	Y53F4B.43	2	10	5	1	H1	1	0	High dose
22G	Gene:WBGene00044736:22G:gfrp-1, Y38C1AA.13:WAGO	gfrp-1, Y38C1AA.13	2	10	3	1	H1	1	0	High dose
22G	Gene:WBGene00044760:22G:Y71H2AM.25:WAGO	Y71H2AM.25	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00044760:22G:Y71H2AM.25:WAGO	Y71H2AM.25	2	12	3	1	H1	1	0	High dose
22G	Gene:WBGene00044794:22G:Y59A8B.25:CSR	Y59A8B.25	2	10	1	1	H1	0	1	High dose
22G	Gene:WBGene00044891:22G:T07C4.12:CSR	T07C4.12	2	18	1	1	H1	1	0	High dose
22G	Gene:WBGene00045052:22G:K12C11.6:WAGO	K12C11.6	2	10	1	1	H1	0	1	High dose
22G	Gene:WBGene00045052:22G:K12C11.6:WAGO	K12C11.6	2	16	3	1	H1	0	1	High dose
22G	Gene:WBGene00045131:22G:T04A11.14:WAGO	T04A11.14	2	2	1	1	H1	0	1	High dose
22G	Gene:WBGene00045131:22G:T04A11.14:WAGO	T04A11.14	2	8	1	1	H1	0	1	High dose
22G	Gene:WBGene00045246:22G:C29E4.15:WAGO	C29E4.15	2	2	9	1	H1	0	1	High dose
22G	Gene:WBGene00045246:22G:C29E4.15:WAGO	C29E4.15	2	14	1	1	H1	0	1	High dose
22G	Gene:WBGene00045246:22G:C29E4.15:WAGO	C29E4.15	2	18	1	1	H1	0	1	High dose
22G	Gene:WBGene00045277:22G:ZK742.6:WAGO	ZK742.6	1	20	1	0	H1	1	0	High dose
22G	Gene:WBGene00045383:22G:C25A1.4, sup-46:CSR	C25A1.4, sup-46	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00045434:22G:Y95D11A.3:CSR	Y95D11A.3	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00045483:22G:F56H1.7, oxy-5:CSR	F56H1.7, oxy-5	2	12	1	1	H1	1	0	High dose
22G	Gene:WBGene00050929:22G:F58D12.5:WAGO	F58D12.5	2	2	1	1	H1	0	1	High dose
22G	Gene:WBGene00077443:22G:Y71A12B.19:WAGO	Y71A12B.19	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00077453:22G:Y62F5A.12:CSR	Y62F5A.12	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00077453:22G:Y62F5A.12:CSR	Y62F5A.12	2	18	1	1	H1	1	0	High dose
22G	Gene:WBGene00077543:22G:F27D4.8:CSR	F27D4.8	1	20	1	0	H1	1	0	High dose
22G	Gene:WBGene00077658:22G:M106.8:CSR	M106.8	2	8	3	1	H1	1	0	High dose
22G	Gene:WBGene00077666:22G:M162.13:WAGO	M162.13	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00077728:22G:T23G11.11:WAGO	T23G11.11	2	4	5	1	H1	1	0	High dose
22G	Gene:WBGene00185067:22G:Y54G11A.17:CSR	Y54G11A.17	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00185067:22G:Y54G11A.17:CSR	Y54G11A.17	2	10	1	1	H1	0	1	High dose
22G	Gene:WBGene00194642:22G:C25H3.17:CSR	C25H3.17	2	8	1	1	H1	0	1	High dose
22G	Gene:WBGene00194642:22G:C25H3.17:CSR	C25H3.17	2	12	1	1	H1	1	0	High dose
22G	Gene:WBGene00194642:22G:C25H3.17:CSR	C25H3.17	2	16	3	1	H1	1	0	High dose
22G	Gene:WBGene00194708:22G:Y36E3A.2:WAGO	Y36E3A.2	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00194708:22G:Y36E3A.2:WAGO	Y36E3A.2	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00194708:22G:Y36E3A.2:WAGO	Y36E3A.2	2	14	1	1	H1	1	0	High dose
22G	Gene:WBGene00194725:22G:T16H12.13:WAGO	T16H12.13	2	4	5	1	H1	0	1	High dose
22G	Gene:WBGene00194725:22G:T16H12.13:WAGO	T16H12.13	2	14	1	1	H1	0	1	High dose
22G	Gene:WBGene00194725:22G:T16H12.13:WAGO	T16H12.13	2	16	1	1	H1	1	0	High dose
22G	Gene:WBGene00194725:22G:T16H12.13:WAGO	T16H12.13	1	20	1	0	H1	0	1	High dose
22G	Gene:WBGene00194913:22G:Y105C5A.1272:ERGO, WAGO	Y105C5A.1272	2	4	5	1	H1	0	1	High dose
22G	Gene:WBGene00194913:22G:Y105C5A.1272:ERGO, WAGO	Y105C5A.1272	2	18	1	1	H1	0	1	High dose
22G	Gene:WBGene00195071:22G:C16C8.21:WAGO	C16C8.21	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00195071:22G:C16C8.21:WAGO	C16C8.21	2	18	1	1	H1	1	0	High dose
22G	Gene:WBGene00195142:22G:M110.10:WAGO	M110.10	2	8	5	1	H1	1	0	High dose
22G	Gene:WBGene00195142:22G:M110.10:WAGO	M110.10	2	16	3	1	H1	1	0	High dose
22G	Gene:WBGene00206530:22G:Y52B11A.19:WAGO	Y52B11A.19	2	12	1	1	H1	1	0	High dose
22G	Gene:WBGene00219207:22G:C01F6.14:WAGO	C01F6.14	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00219304:22G:F56D6.16:WAGO	F56D6.16	2	2	1	1	H1	1	0	High dose
22G	Gene:WBGene00219304:22G:F56D6.16:WAGO	F56D6.16	2	10	1	1	H1	1	0	High dose
22G	Gene:WBGene00219304:22G:F56D6.16:WAGO	F56D6.16	2	16	3	1	H1	1	0	High dose
22G	Gene:WBGene00235150:22G:Y71A12B.32:WAGO	Y71A12B.32	2	14	1	1	H1	1	0	High dose
22G	Gene:WBGene00000022:22G:abt-4, Y39D8C.1:WAGO	abt-4, Y39D8C.1	1	20	1	0	H2	0	1	High dose
22G	Gene:WBGene00000034:22G:abu-11, T01D1.6:WAGO	abu-11, T01D1.6	2	10	1	1	H2	0	1	High dose
22G	Gene:WBGene00000040:22G:aco-1, ZK455.1:CSR	aco-1, ZK455.1	2	16	1	1	H2	0	1	High dose
22G	Gene:WBGene00000066:22G:act-4, M03F4.2:CSR	act-4, M03F4.2	2	2	11	1	H2	0	1	High dose
22G	Gene:WBGene00000066:22G:act-4, M03F4.2:CSR	act-4, M03F4.2	1	18	3	0	H2	0	1	High dose
22G	Gene:WBGene00000074:22G:adm-2, C04A11.4:CSR	adm-2, C04A11.4	1	2	19	0	H2	0	1	High dose
22G	Gene:WBGene00000094:22G:agt-2, F09E5.13:CSR	agt-2, F09E5.13	2	6	1	1	H2	1	0	High dose
22G	Gene:WBGene00000094:22G:agt-2, F09E5.13:CSR	agt-2, F09E5.13	2	10	1	1	H2	1	0	High dose
22G	Gene:WBGene00000121:22G:aly-2, F23B2.6:CSR	aly-2, F23B2.6	1	20	1	0	H2	1	0	High dose
22G	Gene:WBGene00000137:22G:amx-1, R13G10.2:CSR	amx-1, R13G10.2	2	4	9	1	H2	0	1	High dose
22G	Gene:WBGene00000177:22G:aqp-9, K07A1.16:WAGO	aqp-9, K07A1.16	2	2	1	1	H2	1	0	High dose
22G	Gene:WBGene00000178:22G:aqp-10, ZK1321.3:WAGO	aqp-10, ZK1321.3	2	2	3	1	H2	0	1	High dose
22G	Gene:WBGene00000178:22G:aqp-10, ZK1321.3:WAGO	aqp-10, ZK1321.3	2	18	1	1	H2	0	1	High dose
22G	Gene:WBGene00000189:22G:arl-5, ZK632.8:CSR	arl-5, ZK632.8	2	4	1	1	H2	0	1	High dose
22G	Gene:WBGene00000189:22G:arl-5, ZK632.8:CSR	arl-5, ZK632.8	1	8	13	0	H2	0	1	High dose
22G	Gene:WBGene00000214:22G:asp-1, Y39B6A.20:CSR	asp-1, Y39B6A.20	2	2	1	1	H2	1	0	High dose
22G	Gene:WBGene00000214:22G:asp-1, Y39B6A.20:CSR	asp-1, Y39B6A.20	2	6	1	1	H2	1	0	High dose
22G	Gene:WBGene00000214:22G:asp-1, Y39B6A.20:CSR	asp-1, Y39B6A.20	2	18	1	1	H2	1	0	High dose
22G	Gene:WBGene00000235:22G:B0464.7, baf-1:CSR	B0464.7, baf-1	2	2	1	1	H2	1	0	High dose
22G	Gene:WBGene00000235:22G:B0464.7, baf-1:CSR	B0464.7, baf-1	2	6	1	1	H2	1	0	High dose
22G	Gene:WBGene00000265:22G:brd-1, K04C2.4:CSR	brd-1, K04C2.4	2	16	1	1	H2	0	1	High dose
22G	Gene:WBGene00000265:22G:brd-1, K04C2.4:CSR	brd-1, K04C2.4	1	20	1	0	H2	0	1	High dose
22G	Gene:WBGene00000294:22G:cas-1, F41G4.2:WAGO	cas-1, F41G4.2	2	10	1	1	H2	1	0	High dose
22G	Gene:WBGene00000414:22G:cec-1, ZK1236.2:CSR	cec-1, ZK1236.2	2	14	1	1	H2	1	0	High dose
22G	Gene:WBGene00000441:22G:ceh-18, ZC64.3:WAGO	ceh-18, ZC64.3	2	12	1	1	H2	0	1	High dose
22G	Gene:WBGene00000441:22G:ceh-18, ZC64.3:WAGO	ceh-18, ZC64.3	2	16	1	1	H2	0	1	High dose
22G	Gene:WBGene00000444:22G:ceh-21, T26C11.6:CSR	ceh-21, T26C11.6	2	8	1	1	H2	0	1	High dose
22G	Gene:WBGene00000507:22G:cit-1.1, F44B9.4:CSR	cit-1.1, F44B9.4	2	14	1	1	H2	1	0	High dose
22G	Gene:WBGene00000535:22G:cpi-1, K08B4.6:WAGO	cpi-1, K08B4.6	1	20	1	0	H2	1	0	High dose
22G	Gene:WBGene00000544:22G:clp-3, Y47H10A.1:WAGO	clp-3, Y47H10A.1	2	16	1	1	H2	0	1	High dose
22G	Gene:WBGene00000615:22G:col-38, F54C9.4:WAGO	col-38, F54C9.4	1	20	1	0	H2	1	0	High dose
22G	Gene:WBGene00000622:22G:col-45, F53G12.7:WAGO	col-45, F53G12.7	2	2	5	1	H2	0	1	High dose
22G	Gene:WBGene00000622:22G:col-45, F53G12.7:WAGO	col-45, F53G12.7	2	10	9	1	H2	0	1	High dose
22G	Gene:WBGene00000764:22G:coq-4, T03F1.2:CSR	coq-4, T03F1.2	2	16	1	1	H2	1	0	High dose
22G	Gene:WBGene00000794:22G:crn-1, Y47G6A.8:CSR	crn-1, Y47G6A.8	2	6	1	1	H2	0	1	High dose
22G	Gene:WBGene00000816:22G:csn-4, Y55F3AM.15:CSR	csn-4, Y55F3AM.15	2	16	1	1	H2	0	1	High dose
22G	Gene:WBGene00000900:22G:C05D2.1, daf-4:CSR	C05D2.1, daf-4	2	4	13	1	H2	0	1	High dose
22G	Gene:WBGene00000970:22G:C17G10.8, dhs-6:CSR	C17G10.8, dhs-6	2	6	1	1	H2	1	0	High dose
22G	Gene:WBGene00000970:22G:C17G10.8, dhs-6:CSR	C17G10.8, dhs-6	2	14	1	1	H2	1	0	High dose
22G	Gene:WBGene00000982:22G:dhs-19, T11F9.11:WAGO	dhs-19, T11F9.11	2	12	1	1	H2	1	0	High dose
22G	Gene:WBGene00000988:22G:dhs-25, F09E10.3:CSR	dhs-25, F09E10.3	2	4	1	1	H2	0	1	High dose
22G	Gene:WBGene00000988:22G:dhs-25, F09E10.3:CSR	dhs-25, F09E10.3	2	10	3	1	H2	0	1	High dose
22G	Gene:WBGene00001018:22G:C28H8.12, dnc-2:CSR	C28H8.12, dnc-2	2	2	1	1	H2	0	1	High dose
22G	Gene:WBGene00001018:22G:C28H8.12, dnc-2:CSR	C28H8.12, dnc-2	1	6	15	0	H2	0	1	High dose
22G	Gene:WBGene00001032:22G:dnj-14, K02G10.8:CSR	dnj-14, K02G10.8	2	12	1	1	H2	1	0	High dose
22G	Gene:WBGene00001032:22G:dnj-14, K02G10.8:CSR	dnj-14, K02G10.8	2	16	1	1	H2	1	0	High dose
22G	Gene:WBGene00001033:22G:dnj-15, K08D10.2:CSR	dnj-15, K08D10.2	2	6	11	1	H2	0	1	High dose
22G	Gene:WBGene00001033:22G:dnj-15, K08D10.2:CSR	dnj-15, K08D10.2	1	20	1	0	H2	0	1	High dose
22G	Gene:WBGene00001130:22G:C02C6.1, dyn-1:CSR	C02C6.1, dyn-1	2	10	1	1	H2	1	0	High dose
22G	Gene:WBGene00001145:22G:C16C2.2, eat-16:WAGO	C16C2.2, eat-16	2	18	1	1	H2	0	1	High dose
22G	Gene:WBGene00001151:22G:ech-2, F38H4.8:CSR	ech-2, F38H4.8	2	14	1	1	H2	1	0	High dose
22G	Gene:WBGene00001151:22G:ech-2, F38H4.8:CSR	ech-2, F38H4.8	1	20	1	0	H2	1	0	High dose
22G	Gene:WBGene00001154:22G:ech-5, F56B3.5:CSR	ech-5, F56B3.5	2	16	1	1	H2	1	0	High dose
22G	Gene:WBGene00001155:22G:ech-6, T05G5.6:ALG, CSR	ech-6, T05G5.6	2	14	1	1	H2	0	1	High dose
22G	Gene:WBGene00001186:22G:egl-18, F55A8.1:CSR	egl-18, F55A8.1	1	20	1	0	H2	0	1	High dose
22G	Gene:WBGene00001189:22G:egl-21, F01D4.4:WAGO	egl-21, F01D4.4	2	2	1	1	H2	1	0	High dose
22G	Gene:WBGene00001193:22G:C23H3.1, egl-26:CSR	C23H3.1, egl-26	2	14	1	1	H2	1	0	High dose
22G	Gene:WBGene00001328:22G:epi-1, K08C7.3:CSR	epi-1, K08C7.3	2	4	9	1	H2	0	1	High dose
22G	Gene:WBGene00001328:22G:epi-1, K08C7.3:CSR	epi-1, K08C7.3	1	18	3	0	H2	0	1	High dose
22G	Gene:WBGene00001394:22G:fat-2, W02A2.1:WAGO	fat-2, W02A2.1	2	12	5	1	H2	1	0	High dose
22G	Gene:WBGene00001394:22G:fat-2, W02A2.1:WAGO	fat-2, W02A2.1	1	20	1	0	H2	1	0	High dose
22G	Gene:WBGene00001430:22G:C50F2.6, fkb-5:WAGO	C50F2.6, fkb-5	2	6	1	1	H2	0	1	High dose
22G	Gene:WBGene00001470:22G:baz-2, ZK783.4:CSR	baz-2, ZK783.4	2	14	1	1	H2	1	0	High dose
22G	Gene:WBGene00001516:22G:gap-2, ZK899.8:CSR	gap-2, ZK899.8	2	16	1	1	H2	1	0	High dose
22G	Gene:WBGene00001615:22G:C06A8.9, glr-4:WAGO	C06A8.9, glr-4	2	6	1	1	H2	0	1	High dose
22G	Gene:WBGene00001615:22G:C06A8.9, glr-4:WAGO	C06A8.9, glr-4	2	16	1	1	H2	0	1	High dose
22G	Gene:WBGene00001649:22G:gob-1, H13N06.3:CSR	gob-1, H13N06.3	2	2	1	1	H2	0	1	High dose
22G	Gene:WBGene00001649:22G:gob-1, H13N06.3:CSR	gob-1, H13N06.3	2	12	1	1	H2	0	1	High dose
22G	Gene:WBGene00001649:22G:gob-1, H13N06.3:CSR	gob-1, H13N06.3	2	16	1	1	H2	0	1	High dose
22G	Gene:WBGene00001682:22G:F08B6.2, gpc-2:CSR	F08B6.2, gpc-2	1	2	19	0	H2	0	1	High dose
22G	Gene:WBGene00001740:22G:gro-1, ZC395.6:CSR	gro-1, ZC395.6	2	14	1	1	H2	1	0	High dose
22G	Gene:WBGene00001758:22G:gst-10, Y45G12C.2:WAGO	gst-10, Y45G12C.2	2	6	1	1	H2	0	1	High dose
22G	Gene:WBGene00001835:22G:C08B11.2, hda-2:CSR	C08B11.2, hda-2	1	20	1	0	H2	0	1	High dose
22G	Gene:WBGene00002177:22G:F35C8.3, jkk-1:WAGO	F35C8.3, jkk-1	2	6	1	1	H2	0	1	High dose
22G	Gene:WBGene00002177:22G:F35C8.3, jkk-1:WAGO	F35C8.3, jkk-1	2	12	7	1	H2	0	1	High dose
22G	Gene:WBGene00002247:22G:lam-1, W03F8.5:CSR	lam-1, W03F8.5	1	20	1	0	H2	0	1	High dose
22G	Gene:WBGene00002259:NA:lbp-7, T22G5.2:unk	lbp-7, T22G5.2	2	10	1	1	H2	0	1	High dose
22G	Gene:WBGene00002259:NA:lbp-7, T22G5.2:unk	lbp-7, T22G5.2	1	20	1	0	H2	0	1	High dose
22G	Gene:WBGene00002855:22G:C05D11.12, let-721:ALG, CSR	C05D11.12, let-721	1	2	19	0	H2	0	1	High dose
22G	Gene:WBGene00002999:22G:C09H6.2, lin-10:CSR	C09H6.2, lin-10	2	8	1	1	H2	0	1	High dose
22G	Gene:WBGene00002999:22G:C09H6.2, lin-10:CSR	C09H6.2, lin-10	2	12	3	1	H2	0	1	High dose
22G	Gene:WBGene00003011:22G:F56H9.5, lin-25:WAGO	F56H9.5, lin-25	1	20	1	0	H2	1	0	High dose
22G	Gene:WBGene00003081:22G:lsm-7, ZK593.7:CSR	lsm-7, ZK593.7	2	6	1	1	H2	0	1	High dose
22G	Gene:WBGene00003081:22G:lsm-7, ZK593.7:CSR	lsm-7, ZK593.7	1	20	1	0	H2	0	1	High dose
