WB	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Dif.exp	delabel
F37A8.1	15,67738726	0,009976176	0,322873685	0,030898076	0,975350824	0,999889739	NO	
mppb-1	1110,414628	-0,001985148	0,064282427	-0,030881661	0,975363916	0,999889739	NO	
R31.2	1463,533485	-0,003168516	0,102644111	-0,030868946	0,975374055	0,999889739	NO	
math-46	10,91226506	-0,009313717	0,301817087	-0,030858813	0,975382137	0,999889739	NO	
mdt-1.2	917,9725469	-0,002661058	0,086882677	-0,030628173	0,975566074	0,999889739	NO	
W05H12.2	350,5830133	-0,002820735	0,092487558	-0,030498539	0,975669458	0,999889739	NO	
W01A11.11	0,700848478	0,034338536	1,126282466	0,030488387	0,975677555	0,999889739	NO	
fbxa-64	157,4108934	-0,004654462	0,153217411	-0,030378152	0,975765469	0,999889739	NO	
T02B11.8	70,32272716	-0,006529036	0,215937572	-0,030235759	0,97587903	0,999889739	NO	
msp-57	0,668629969	-0,042895481	1,424198881	-0,030119025	0,975972128	0,999889739	NO	
oma-2	939,4724221	-0,006134978	0,204202484	-0,0300436	0,976032281	0,999889739	NO	
F12F6.20	0,967792848	-0,033596155	1,118840008	-0,030027667	0,976044988	0,999889739	NO	
col-149	23,71958623	-0,008453259	0,28199924	-0,029976178	0,976086052	0,999889739	NO	
M05B5.1	13,67268836	0,010754762	0,359700804	0,029899188	0,976147453	0,999889739	NO	
T09E11.12	0,651884503	-0,046097851	1,543916011	-0,029857746	0,976180505	0,999889739	NO	
spl-1	1495,781148	0,001994691	0,066930844	0,029802269	0,976224749	0,999889739	NO	
Y53H1C.6	92,02103514	-0,006622976	0,222582575	-0,029755143	0,976262333	0,999889739	NO	
hdl-2	10,29365801	-0,010080203	0,338953698	-0,029739175	0,976275069	0,999889739	NO	
W08F4.10	3,419269424	-0,018091158	0,609485901	-0,029682652	0,976320147	0,999889739	NO	
Y42A5A.12	4,091858187	0,015103781	0,510282094	0,029598884	0,976386955	0,999889739	NO	
Y49A10A.2	4119,20961	-0,003998488	0,135730518	-0,02945902	0,976498502	0,999889739	NO	
B0034.5	39,44456003	0,005270743	0,179027605	0,029440953	0,976512911	0,999889739	NO	
mir-4929	9,500509224	0,008668837	0,295047824	0,029381126	0,976560626	0,999889739	NO	
T02G6.5	455,1982916	0,005412738	0,184334544	0,029363664	0,976574552	0,999889739	NO	
F38B7.10	54,04526605	0,004929083	0,168548582	0,029244287	0,976669761	0,999889739	NO	
AH10.8	0,464000057	0,034251292	1,177732597	0,029082401	0,976798872	0,999889739	NO	
C34H3.3	64,24303119	-0,004943815	0,170375732	-0,02901713	0,976850929	0,999889739	NO	
T04B8.5	4420,963118	-0,004901084	0,168955925	-0,029008064	0,976858159	0,999889739	NO	
nhr-226	100,0325161	-0,004429167	0,152827604	-0,028981459	0,976879378	0,999889739	NO	
dhod-1	1876,347528	-0,002143055	0,074078589	-0,028929474	0,976920839	0,999889739	NO	
Y37A1B.4	0,632919877	-0,038387708	1,328977514	-0,028885145	0,976956193	0,999889739	NO	
F53B1.4	10431,02287	-0,003829028	0,132662337	-0,02886296	0,976973887	0,999889739	NO	
K04H8.2	0,747077809	-0,04052713	1,410887493	-0,028724565	0,977084264	0,999889739	NO	
fbxc-48	17,96279343	-0,008082693	0,281838041	-0,028678501	0,977121003	0,999889739	NO	
cope-1	4338,821937	0,002355932	0,08236474	0,028603653	0,977180699	0,999889739	NO	
F14B6.4	79,67667013	0,005026294	0,175797992	0,028591303	0,977190548	0,999889739	NO	
linc-23	0,984686679	0,022204682	0,776845211	0,028583149	0,977197052	0,999889739	NO	
cdr-1	164,422888	0,005700797	0,199603848	0,028560558	0,977215069	0,999889739	NO	
M01H9.3	2308,428985	-0,004170801	0,146374118	-0,028494112	0,977268064	0,999889739	NO	
F44A2.3	76,1981799	0,008027335	0,284332343	0,028232227	0,977476934	0,999889739	NO	
sdz-19	90,15015043	-0,004534662	0,161045311	-0,028157677	0,977536392	0,999889739	NO	
srz-82	2,065175016	-0,023544517	0,836993723	-0,028129861	0,977558578	0,999889739	NO	
oac-53	38,30895274	-0,006261403	0,223849649	-0,027971465	0,97768491	0,999889739	NO	
cdgs-1	2380,387356	0,00324268	0,116625218	0,027804282	0,977818251	0,999889739	NO	
K09H11.4	50,38025254	0,008286133	0,299184902	0,027695694	0,977904858	0,999889739	NO	
H01G02.8	5,859949979	-0,012269895	0,444121794	-0,02762732	0,977959392	0,999889739	NO	
Y102A5C.2	39,14346834	0,004836211	0,175307848	0,027586959	0,977991583	0,999889739	NO	
cpt-6	1974,278442	-0,004888872	0,179454946	-0,027242893	0,978266005	0,999889739	NO	
F54H5.11	3,349311086	0,01628617	0,598311654	0,027220213	0,978284094	0,999889739	NO	
F39F10.5	1,061673126	0,036604922	1,347005763	0,02717503	0,978320132	0,999889739	NO	
ZK673.5	175,3484239	-0,005717238	0,210641779	-0,027141995	0,97834648	0,999889739	NO	
Y38H8A.12	7,332161796	0,013162692	0,485334395	0,027120872	0,978363328	0,999889739	NO	
ZK632.11	1343,76134	-0,003418019	0,126507991	-0,027018205	0,978445214	0,999889739	NO	
C43F9.4	0,864291745	-0,029910679	1,121924961	-0,026660142	0,978730804	0,999889739	NO	
C14C10.1	8,462541657	-0,009921109	0,372489872	-0,026634574	0,978751197	0,999889739	NO	
ZK1290.13	698,168685	0,002770339	0,10403643	0,026628551	0,978756001	0,999889739	NO	
T10H9.10	0,371976359	-0,049486096	1,860710287	-0,026595272	0,978782544	0,999889739	NO	
Y34B4A.14	1,701246099	0,018054477	0,679242405	0,026580315	0,978794474	0,999889739	NO	
Y41D4B.31	0,701803897	0,024403649	0,922043879	0,026466907	0,978884929	0,999889739	NO	
nas-24	5,019184494	0,013681612	0,517452159	0,026440342	0,978906118	0,999889739	NO	
mua-6	2107,385597	0,004721506	0,178692093	0,026422578	0,978920286	0,999889739	NO	
F47B7.11	3,748659118	-0,015918256	0,602939657	-0,026401077	0,978937435	0,999889739	NO	
col-93	2493,446943	0,006583788	0,249508445	0,026387034	0,978948636	0,999889739	NO	
fbxa-13	179,2112439	-0,004064167	0,154076557	-0,026377579	0,978956177	0,999889739	NO	
Y110A2AL.2	2,17737705	-0,023885795	0,910397139	-0,026236677	0,979068562	0,999889739	NO	
smy-3	0,651697823	-0,027197192	1,042130148	-0,026097692	0,979179418	0,999889739	NO	
phf-30	576,894565	0,003469004	0,132951349	0,026092282	0,979183733	0,999889739	NO	
W07G4.7	13,66866152	-0,009188772	0,352597684	-0,026060218	0,979209308	0,999889739	NO	
F07E5.13	192,6289889	0,005313372	0,204070579	0,026036932	0,979227881	0,999889739	NO	
efl-1	2701,094179	-0,003334579	0,128136808	-0,026023586	0,979238526	0,999889739	NO	
B0207.11	1,082124586	0,039601179	1,533498077	0,025824082	0,979397654	0,999889739	NO	
srt-47	6,86327347	-0,012454549	0,482440363	-0,025815727	0,979404317	0,999889739	NO	
cyh-1	903,3688537	0,00382987	0,148927791	0,025716291	0,97948363	0,999889739	NO	
ZC15.3	11,77396397	0,010644721	0,415565029	0,025615055	0,979564378	0,999889739	NO	
nspb-5	8,853448344	-0,009874463	0,386257815	-0,025564436	0,979604753	0,999889739	NO	
T08B6.64	3,614662209	0,01782115	0,698180088	0,025525148	0,97963609	0,999889739	NO	
droe-8	5,162872211	0,017429218	0,683133646	0,025513629	0,979645278	0,999889739	NO	
R09A1.2	51,32096441	-0,004889394	0,191693225	-0,02550635	0,979651084	0,999889739	NO	
R05D3.5	1,598648014	-0,018291285	0,719047894	-0,025438202	0,97970544	0,999889739	NO	
clec-1	105,2599412	0,006753566	0,271705567	0,024856193	0,980169669	0,999889739	NO	
unc-24	1349,56345	0,002281075	0,091881622	0,024826234	0,980193566	0,999889739	NO	
C13B4.5	0,372604373	-0,041810586	1,713423846	-0,024401777	0,980532131	0,999889739	NO	
T19A5.11	3,97543784	-0,013831403	0,567959571	-0,024352794	0,980571202	0,999889739	NO	
cof-2	306,845868	-0,002790996	0,114642919	-0,024345123	0,980577321	0,999889739	NO	
hch-1	10139,53061	0,003882961	0,15961035	0,024327752	0,980591177	0,999889739	NO	
C16D9.5	73,21526491	-0,00335038	0,138003223	-0,02427755	0,98063122	0,999889739	NO	
K09F5.13	1,077581557	0,026488279	1,096896939	0,024148375	0,980734257	0,999889739	NO	
cki-2	835,2252832	-0,002548465	0,105642353	-0,024123515	0,980754086	0,999889739	NO	
W08E12.9	2,685507991	-0,013605759	0,568337742	-0,023939566	0,980900815	0,999889739	NO	
nmad-1	1935,477376	-0,003133487	0,131011939	-0,023917569	0,980918361	0,999889739	NO	
paic-1	828,7283623	-0,004385919	0,1836138	-0,023886654	0,980943019	0,999889739	NO	
W10G11.1	29,47762814	-0,007363271	0,308273961	-0,023885479	0,980943957	0,999889739	NO	
dac-1	113,4283132	0,003100203	0,13027101	0,0237981	0,981013655	0,999889739	NO	
bbs-1	441,7058911	-0,003261525	0,137108652	-0,023787889	0,981021801	0,999889739	NO	
T24H10.12	1,03291653	-0,024059283	1,016478268	-0,023669254	0,981116431	0,999889739	NO	
wdfy-2	1842,11711	-0,00173398	0,074342905	-0,023324079	0,981391764	0,999889739	NO	
C10E2.1	6,647112509	-0,011262833	0,483746966	-0,023282487	0,981424941	0,999889739	NO	
F12F6.7	1359,054079	-0,003411762	0,146567507	-0,02327775	0,98142872	0,999889739	NO	
aagr-2	2087,256379	0,002599279	0,112204186	0,023165612	0,981518169	0,999889739	NO	
C48E7.7	8,179270411	-0,00770149	0,332979593	-0,023129016	0,98154736	0,999889739	NO	
irld-52	2,793829991	0,017698582	0,768531267	0,023029098	0,981627062	0,999889739	NO	
C27A7.9	0,517483781	-0,036079449	1,568506674	-0,02300242	0,981648343	0,999889739	NO	
R08F11.1	944,85395	0,006335391	0,275699794	0,022979308	0,981666778	0,999889739	NO	
Y41G9A.6	3,744801003	0,017154419	0,748081463	0,022931218	0,981705138	0,999889739	NO	
amt-1	10,30338382	-0,008050302	0,351097251	-0,02292898	0,981706924	0,999889739	NO	
str-155	1,658761027	0,022610881	0,994877473	0,022727302	0,981867798	0,999889739	NO	
F56F3.4	56,50218154	0,004322385	0,191549189	0,022565407	0,981996938	0,999889739	NO	
hse-5	2409,297012	-0,002709969	0,120703093	-0,022451529	0,982087777	0,999889739	NO	
C55C3.3	9,117367735	0,009154802	0,407769209	0,02245094	0,982088246	0,999889739	NO	
ulp-5	70,39647399	-0,004403741	0,197637569	-0,022281905	0,982223083	0,999889739	NO	
ugt-9	617,3197318	0,00401261	0,18019506	0,022268145	0,982234059	0,999889739	NO	
ptr-13	28,32245786	-0,006212433	0,280876827	-0,022117998	0,982353829	0,999889739	NO	
col-43	4610,428124	-0,0042805	0,195381451	-0,021908424	0,982521005	0,999889739	NO	
F58H1.15	1,295152189	-0,016962167	0,775401687	-0,021875329	0,982547405	0,999889739	NO	
C03B1.5	96,67084652	0,003768441	0,172893809	0,021796275	0,982610466	0,999889739	NO	
cho-1	239,3136047	-0,003844999	0,177515163	-0,021660116	0,982719079	0,999889739	NO	
F09G2.14	0,490658268	0,029040627	1,343571109	0,021614507	0,982755461	0,999889739	NO	
F26A1.6	58,88339338	0,003836019	0,177606815	0,021598377	0,982768328	0,999889739	NO	
C39D10.11	268,2739474	0,00199789	0,0930016	0,021482319	0,982860908	0,999889739	NO	
srt-49	3,839408819	-0,010597641	0,494729221	-0,021421094	0,982909747	0,999889739	NO	
ugt-17	394,3237264	-0,003194012	0,149144519	-0,021415552	0,982914168	0,999889739	NO	
ceh-63	28,2717449	-0,00526259	0,245805705	-0,021409552	0,982918954	0,999889739	NO	
B0432.8	229,857534	-0,002793063	0,132160384	-0,02113389	0,983138851	0,999889739	NO	
ZK616.62	249,2692583	-0,002999124	0,142586225	-0,021033754	0,98321873	0,999889739	NO	
F47E1.2	731,2238456	0,003103358	0,147935774	0,020977736	0,983263416	0,999889739	NO	
kxd-1	1060,661694	0,003789764	0,181080115	0,020928659	0,983302565	0,999889739	NO	
C03B1.3	1,39824639	-0,0174507	0,838823403	-0,020803783	0,98340218	0,999889739	NO	
C10G11.12	1,752197286	-0,015602271	0,750662282	-0,020784674	0,983417424	0,999889739	NO	
cfap-36	1986,059473	0,001881815	0,090759212	0,02073415	0,983457727	0,999889739	NO	
sec-15	1757,124429	-0,001905843	0,092139841	-0,020684249	0,983497534	0,999889739	NO	
B0205.4	581,2242723	0,002261817	0,109887819	0,020582961	0,983578332	0,999889739	NO	
ZK1010.5	6,788620244	-0,008984508	0,436612349	-0,02057777	0,983582474	0,999889739	NO	
Y46G5A.47	13,94412628	-0,005139297	0,250865372	-0,020486274	0,983655462	0,999889739	NO	
F08F1.20	0,371904185	-0,027227937	1,332402087	-0,020435226	0,983696184	0,999889739	NO	
Y24F12A.1	1379,752896	-0,002232508	0,109646314	-0,020360997	0,983755398	0,999889739	NO	
anr-34	86,98461144	0,002954761	0,146403781	0,020182273	0,983897969	0,999889739	NO	
Y38E10A.22	1598,802107	0,001849599	0,09171745	0,02016627	0,983910735	0,999889739	NO	
W03G9.11	0,348342747	-0,027260234	1,352819719	-0,020150678	0,983923173	0,999889739	NO	
F19B6.10	1,46548099	-0,021348772	1,061252028	-0,02011659	0,983950366	0,999889739	NO	
F40G9.7	0,944069192	-0,02863097	1,428892402	-0,020037177	0,984013716	0,999889739	NO	
jmjd-4	122,6995953	0,003795895	0,19020821	0,019956524	0,984078054	0,999889739	NO	
hst-2	521,0983864	-0,002756938	0,138625398	-0,019887686	0,984132968	0,999889739	NO	
srh-214	1,214297617	-0,023735735	1,19414424	-0,019876774	0,984141673	0,999889739	NO	
asp-16	0,720789657	-0,03017919	1,521089659	-0,019840507	0,984170605	0,999889739	NO	
ZK470.1	29,27589064	-0,004159609	0,211487974	-0,019668299	0,98430798	0,999889739	NO	
henn-1	671,607249	0,00221614	0,113782883	0,019476919	0,984460649	0,999889739	NO	
H38K22.6	0,422109902	-0,035461309	1,832431637	-0,01935205	0,984560262	0,999889739	NO	
F43B10.3	4,985599206	0,008568931	0,44507939	0,01925259	0,984639605	0,999889739	NO	
ttbk-3	19,43644579	-0,004621785	0,242857502	-0,019030852	0,984816494	0,999889739	NO	
F41C3.2	423,6042388	0,003737527	0,197243374	0,018948808	0,984881943	0,999889739	NO	
sra-28	3,448041022	0,009245976	0,488724326	0,018918593	0,984906048	0,999889739	NO	
F44D12.17	0,341879748	-0,027395511	1,449904178	-0,018894704	0,984925104	0,999889739	NO	
F44D12.18	0,341879748	-0,027395511	1,449904178	-0,018894704	0,984925104	0,999889739	NO	
Y105E8A.13	119,9361639	0,002573314	0,13652463	0,018848716	0,984961791	0,999889739	NO	
linc-163	0,811408324	0,028595293	1,517201814	0,018847389	0,98496285	0,999889739	NO	
nhr-180	280,0897622	-0,002961837	0,157317921	-0,018827077	0,984979053	0,999889739	NO	
F44E7.3	2,613093606	0,01558852	0,829428023	0,018794301	0,9850052	0,999889739	NO	
ZK218.11	1,553269883	0,023907109	1,277964289	0,018707181	0,9850747	0,999889739	NO	
T14G11.4	0,857333548	0,017678131	0,951591919	0,018577429	0,985178209	0,999889739	NO	
Y106G6G.9	0,671678903	0,023373911	1,260196272	0,018547834	0,985201818	0,999889739	NO	
T23G4.5	0,982934833	0,023374802	1,266722196	0,018452982	0,985277486	0,999889739	NO	
ZK742.6	311,5540533	-0,003058036	0,16701298	-0,018310167	0,985391417	0,999889739	NO	
T23B5.6	10,18265144	0,00654374	0,357815779	0,018288014	0,985409089	0,999889739	NO	
F19G12.8	18,47496074	0,005151753	0,283163143	0,018193587	0,985484418	0,999889739	NO	
C04A11.5	24,0682965	-0,004314203	0,237128284	-0,018193541	0,985484456	0,999889739	NO	
D2023.10	0,539331455	0,030636846	1,686028159	0,018171017	0,985502424	0,999889739	NO	
C27A2.12	501,3000799	0,003272889	0,181885608	0,017994214	0,985643469	0,999889739	NO	
K08B12.3	270,487256	-0,002396804	0,133451287	-0,017960142	0,98567065	0,999889739	NO	
K02A11.12	0,330255824	-0,02834496	1,578355163	-0,017958544	0,985671925	0,999889739	NO	
madf-5	1830,692626	0,002133564	0,118956839	0,017935616	0,985690216	0,999889739	NO	
col-92	5485,869786	0,004385216	0,245949594	0,017829735	0,985774684	0,999889739	NO	
Y61B8A.6	9,158891592	0,007790916	0,441145047	0,017660668	0,985909558	0,999889739	NO	
C04D8.3	0,353369758	-0,027523325	1,56401507	-0,017597864	0,985959661	0,999889739	NO	
anr-42	2,572251269	0,012114162	0,690346439	0,017547946	0,985999484	0,999889739	NO	
C10A4.10	51,45855615	-0,003043376	0,173664139	-0,017524491	0,986018195	0,999889739	NO	
C54H2.6	0,51480417	0,027122113	1,548714453	0,017512662	0,986027631	0,999889739	NO	
mom-2	2065,309233	0,002216895	0,127212689	0,017426685	0,986096221	0,999889739	NO	
F28A12.3	105,0222917	0,003188347	0,184095655	0,017318969	0,986182153	0,999889739	NO	
let-381	932,4673137	-0,001464774	0,084619017	-0,017310225	0,986189128	0,999889739	NO	
his-24	67977,62825	-0,003169209	0,183827234	-0,017240149	0,986245033	0,999889739	NO	
phf-10	2906,867034	0,001834967	0,106570329	0,017218367	0,98626241	0,999889739	NO	
R11D1.7	9,389931126	-0,006337754	0,368769515	-0,01718622	0,986288056	0,999889739	NO	
C40C9.4	4,53079789	-0,010305462	0,600656105	-0,017157009	0,986311359	0,999889739	NO	
Y97E10AR.3	1170,874567	0,002479054	0,145577489	0,017029101	0,9864134	0,999889739	NO	
ttr-22	1,892241356	-0,015018542	0,883325838	-0,017002267	0,986434807	0,999889739	NO	
T16G12.12	32,92178537	-0,004119526	0,242475704	-0,01698944	0,98644504	0,999889739	NO	
Y38F1A.13	2,885434497	0,007230066	0,425873101	0,016977042	0,986454931	0,999889739	NO	
W04D2.11	9,070193058	0,005031984	0,296906419	0,016948046	0,986478063	0,999889739	NO	
ham-3	3387,509013	-0,00191691	0,114753337	-0,016704616	0,986672264	0,999889739	NO	
srm-5	1,545485502	-0,01137217	0,681452497	-0,016688134	0,986685414	0,999889739	NO	
fust-1	18170,94018	0,002739632	0,164295487	0,016675031	0,986695867	0,999889739	NO	
C55C2.3	5,80445832	0,009608719	0,577178809	0,016647733	0,986717644	0,999889739	NO	
F20B6.6	1,504784453	0,011718885	0,709115754	0,016526053	0,986814718	0,999889739	NO	
F26G1.12	12,73647068	-0,006802701	0,413830293	-0,016438384	0,986884658	0,999889739	NO	
ser-4	226,1295004	0,002676022	0,162835482	0,0164339	0,986888235	0,999889739	NO	
thoc-3	1314,718475	0,001892413	0,11549572	0,016385137	0,986927137	0,999889739	NO	
F21D9.8	0,344643307	-0,027635258	1,689815304	-0,016354011	0,986951969	0,999889739	NO	
ZK675.6	0,346293486	-0,027638548	1,693987902	-0,01631567	0,986982556	0,999889739	NO	
srp-6	577,4786231	0,002682505	0,16457262	0,016299826	0,986995196	0,999889739	NO	
Y17D7B.2	29,4108974	0,00354287	0,218385554	0,016223007	0,987056481	0,999889739	NO	
B0302.5	613,2834311	0,001688642	0,104494779	0,016160062	0,987106697	0,999889739	NO	
C39D10.7	21,62126428	0,006663679	0,412498332	0,016154438	0,987111184	0,999889739	NO	
T21H3.10	1,901815138	0,012467522	0,774807642	0,016091119	0,987161698	0,999889739	NO	
T11B7.5	9,576964041	-0,005627326	0,350286242	-0,016064936	0,987182587	0,999889739	NO	
nhr-69	1436,599342	0,001275029	0,079681082	0,016001649	0,987233076	0,999889739	NO	
acr-16	301,8994007	0,001882947	0,118870415	0,015840336	0,987361769	0,999889739	NO	
F37B12.11	1,245189313	-0,015568966	0,986380021	-0,015783943	0,987406758	0,999889739	NO	
F49E10.21	0,53763504	-0,01999629	1,266904252	-0,015783584	0,987407045	0,999889739	NO	
F09C6.12	61,03282504	-0,003570521	0,227606108	-0,015687283	0,987483873	0,999889739	NO	
C05E11.2	1,630218959	0,018219396	1,164848819	0,015640996	0,9875208	0,999889739	NO	
Y46G5A.46	2,420828543	0,012487056	0,806783252	0,015477585	0,987651167	0,999889739	NO	
F07E5.9	5,175458284	0,009666609	0,629718377	0,015350687	0,987752405	0,999889739	NO	
C28G1.10	96,08702188	-0,003494883	0,229275629	-0,015243149	0,987838198	0,999889739	NO	
ZK1053.7	0,326607329	-0,028610296	1,87738356	-0,015239452	0,987841147	0,999889739	NO	
T12C9.7	86,65266078	-0,002876887	0,189179895	-0,015207149	0,987866919	0,999889739	NO	
C30A5.12	0,545299894	-0,025234788	1,661868026	-0,015184592	0,987884914	0,999889739	NO	
C30A5.13	0,545299894	-0,025234788	1,661868026	-0,015184592	0,987884914	0,999889739	NO	
sre-29	0,371985927	-0,027732238	1,827497463	-0,01517498	0,987892582	0,999889739	NO	
Y119D3B.12	2239,314564	0,001947695	0,128459744	0,015161906	0,987903013	0,999889739	NO	
sri-43	2,092613165	-0,011990414	0,796702259	-0,015050056	0,987992246	0,999889739	NO	
Y43F8B.19	2,816888423	-0,011251978	0,749642697	-0,015009787	0,988024372	0,999889739	NO	
T01C8.10	138,5389958	-0,003258776	0,217938609	-0,014952725	0,988069896	0,999889739	NO	
B0507.8	37,38529295	0,005571997	0,372648584	0,014952418	0,988070141	0,999889739	NO	
K11C4.6	1,042567727	0,015858762	1,072367233	0,014788556	0,98820087	0,999889739	NO	
chtl-1	1175,755658	-0,001917146	0,129662422	-0,014785668	0,988203174	0,999889739	NO	
nep-9	7,165607064	-0,007619317	0,524103794	-0,014537801	0,988400922	0,999889739	NO	
C35A5.10	757,802297	0,001910418	0,131416882	0,014537079	0,988401498	0,999889739	NO	
cyp-14A1	12,71066969	0,004788042	0,333116206	0,01437349	0,988532009	0,999889739	NO	
str-66	2,050727403	0,013115387	0,91484116	0,014336245	0,988561723	0,999889739	NO	
nhr-199	16,75964757	0,004314392	0,301689545	0,014300766	0,988590028	0,999889739	NO	
Y105C5A.26	0,368203061	-0,028693441	2,012776887	-0,014255649	0,988626023	0,999889739	NO	
paqr-2	2375,713751	-0,001734231	0,121884618	-0,014228464	0,988647712	0,999889739	NO	
tbc-3	1808,621776	-0,001369318	0,09633013	-0,014214848	0,988658574	0,999889739	NO	
ZK666.15	31,71298237	-0,003579348	0,253363855	-0,014127304	0,988728418	0,999889739	NO	
K01D12.19	0,526049318	-0,018998997	1,355312712	-0,014018165	0,988815489	0,999889739	NO	
F10D2.13	7,411742878	0,010441907	0,745341519	0,01400956	0,988822354	0,999889739	NO	
F31F4.11	1,078880401	-0,012746451	0,911273644	-0,013987512	0,988839944	0,999889739	NO	
srt-32	0,328499359	-0,028720606	2,063772698	-0,013916555	0,988896554	0,999889739	NO	
F16H6.3	2,120806167	-0,010138572	0,730000879	-0,013888438	0,988918986	0,999889739	NO	
dmd-9	141,3865364	-0,002570225	0,185137601	-0,013882782	0,988923499	0,999889739	NO	
haf-3	2108,028259	0,001081469	0,078137794	0,013840535	0,988957203	0,999889739	NO	
nhr-12	701,0458044	0,0020005	0,144800327	0,013815574	0,988977117	0,999889739	NO	
W02D7.4	0,362744331	-0,027834101	2,015738833	-0,013808387	0,988982851	0,999889739	NO	
eat-5	198,4140473	-0,001822924	0,132246475	-0,013784296	0,989002072	0,999889739	NO	
W02F12.11	1,035812264	-0,013322719	0,983371846	-0,013547997	0,989190593	0,999889739	NO	
F22B7.3	0,428459627	-0,024871703	1,839154072	-0,013523447	0,989210179	0,999889739	NO	
F13E9.9	1,479346662	0,016561735	1,225511025	0,013514146	0,9892176	0,999889739	NO	
F47D2.11	0,327087357	-0,02785662	2,065769949	-0,013484861	0,989240964	0,999889739	NO	
fbxb-56	359,6699114	0,002243609	0,167709838	0,013377923	0,98932628	0,999889739	NO	
F32H2.15	1,083283992	0,016821264	1,257893699	0,013372564	0,989330556	0,999889739	NO	
plk-2	371,3379616	0,001662216	0,124328798	0,01336952	0,989332984	0,999889739	NO	
srbc-61	3,904681578	-0,008970323	0,672733898	-0,013334133	0,989361216	0,999889739	NO	
C47A10.12	0,981914946	-0,015718807	1,183030154	-0,013286903	0,989398897	0,999889739	NO	
F15E6.12	0,443174371	0,022497565	1,69961326	0,013236873	0,989438812	0,999889739	NO	
hmit-1.3	1194,699943	0,001476675	0,111656977	0,013225099	0,989448205	0,999889739	NO	
srd-17	1,042501059	-0,012523683	0,952054026	-0,013154382	0,989504624	0,999889739	NO	
ZK546.19	450,6914522	0,002092998	0,159586336	0,013115146	0,989535927	0,999889739	NO	
aos-1	2468,941407	-0,001294378	0,099545193	-0,01300292	0,989625463	0,999889739	NO	
Y53G8AR.5	415,5109954	-0,002111958	0,16261878	-0,012987169	0,98963803	0,999889739	NO	
pqm-96	10,49065022	0,003710114	0,28760946	0,012899834	0,989707707	0,999889739	NO	
Y51F10.3	2937,325722	-0,002087213	0,162232673	-0,012865555	0,989735055	0,999889739	NO	
ZK973.11	3316,694046	0,001240862	0,096716996	0,012829828	0,989763559	0,999889739	NO	
cox-10	481,9521027	0,001387464	0,108271951	0,012814625	0,989775688	0,999889739	NO	
C32D5.6	220,9842878	-0,002308297	0,180247048	-0,012806296	0,989782333	0,999889739	NO	
pqn-31	30,70634308	-0,006401375	0,501168808	-0,012772891	0,989808984	0,999889739	NO	
ZK858.9	0,533934434	-0,014993274	1,177174044	-0,012736667	0,989837885	0,999889739	NO	
cyp-13A7	23,27031951	-0,004252639	0,335904831	-0,012660248	0,989898853	0,999889739	NO	
srw-7	0,954033266	0,017906841	1,41802252	0,012628037	0,989924552	0,999889739	NO	
Y59E1B.1	25,87502671	0,003660319	0,289885288	0,012626785	0,989925551	0,999889739	NO	
F25B5.9	0,841045491	-0,01273918	1,009635809	-0,012617599	0,98993288	0,999889739	NO	
srd-2	1,515127896	0,013972849	1,108275462	0,01260774	0,989940745	0,999889739	NO	
Y26D4A.17	5,726205469	0,006826591	0,547643315	0,012465395	0,990054311	0,999889739	NO	
oac-58	24,41702271	-0,002887773	0,232211305	-0,01243597	0,990077787	0,999889739	NO	
scrm-6	0,340362727	-0,027931526	2,2633562	-0,012340756	0,990153751	0,999889739	NO	
unc-63	563,0775532	-0,001575713	0,128337457	-0,012277887	0,99020391	0,999889739	NO	
dmd-5	616,6188245	0,001160852	0,094854015	0,0122383	0,990235493	0,999889739	NO	
plin-1	2063,391309	-0,00245699	0,201486089	-0,01219434	0,990270565	0,999889739	NO	
him-5	74,66011043	-0,002547056	0,210889811	-0,012077665	0,990363652	0,999889739	NO	
M18.6	806,4221929	-0,001304722	0,108105361	-0,012068988	0,990370574	0,999889739	NO	
T06F4.1	736,5958914	0,001393453	0,116080732	0,012004175	0,990422285	0,999889739	NO	
T06G6.14	0,873141582	0,010491935	0,875109415	0,011989284	0,990434165	0,999889739	NO	
Y17D7C.1	17,0573933	-0,003151332	0,264307531	-0,011922976	0,990487067	0,999889739	NO	
T26C5.3	4600,248746	0,00070533	0,059458467	0,011862571	0,99053526	0,999889739	NO	
srh-131	0,756035791	-0,015761095	1,348604072	-0,011686969	0,99067536	0,999889739	NO	
C49C8.3	73,20283098	-0,002593183	0,222649423	-0,011646934	0,990707302	0,999889739	NO	
bli-2	18,9541079	0,003192776	0,274708984	0,011622392	0,990726882	0,999889739	NO	
F35E8.2	13,36989472	0,00458382	0,395377066	0,011593539	0,990749901	0,999889739	NO	
fbxb-51	289,0829138	-0,002120457	0,183777944	-0,011538148	0,990794094	0,999889739	NO	
F35G2.5	446,7404753	-0,001815844	0,158661354	-0,011444781	0,990868585	0,999889739	NO	
Y69A2AR.36	0,403119263	-0,017223791	1,50510083	-0,011443613	0,990869517	0,999889739	NO	
Y69A2AR.44	0,403119263	-0,017223791	1,50510083	-0,011443613	0,990869517	0,999889739	NO	
ceh-37	1501,957164	0,001410764	0,124864146	0,011298389	0,990985382	0,999889739	NO	
