WB	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Dif.exp	delabel
Y57E12B.4	0,567204911	-1,719129226	1,490024185	-1,153759277	0,248598874	0,886566316	NO	
F34D10.4	671,5323667	-0,338994823	0,293832327	-1,153701591	0,248622531	0,886566316	NO	
dgn-2	8,299550523	0,371314025	0,321898095	1,153514206	0,24869939	0,886594031	NO	
crb-1	3313,994197	-0,305192723	0,264588144	-1,153463334	0,248720259	0,886594031	NO	
R02D3.7	1571,018092	-0,231208653	0,200451009	-1,153442204	0,248728927	0,886594031	NO	
F53G2.13	99,92939442	0,279626847	0,242472632	1,153230548	0,248815768	0,886753834	NO	
B0205.1	1293,02963	-0,267339982	0,231831787	-1,153163615	0,248843235	0,886753834	NO	
nhr-64	711,4879392	-0,099572932	0,08635294	-1,153092547	0,2488724	0,886753834	NO	
mgl-2	296,9838628	-0,342313238	0,296937676	-1,152811737	0,248987666	0,886803162	NO	
mtm-5	1193,280593	-0,28999299	0,251554839	-1,152802273	0,248991551	0,886803162	NO	
F20D1.21	0,616938306	-1,274415907	1,105558161	-1,15273529	0,249019052	0,886803162	NO	
anr-22	155,0192226	-0,216689557	0,18798312	-1,152707527	0,249030451	0,886803162	NO	
B0218.5	23,82343005	-0,316293637	0,274403639	-1,152658318	0,249050656	0,886803162	NO	
F48E3.9	453,1956798	-0,296193198	0,256995548	-1,15252268	0,249106355	0,886870282	NO	
K07A12.4	1261,399609	-0,141049993	0,12239118	-1,152452262	0,249135276	0,886870282	NO	
ekl-5	673,2535666	-0,147434533	0,127944332	-1,152333439	0,249184081	0,886926948	NO	
M01B2.8	7,259265891	0,623658835	0,541333473	1,152078831	0,249288681	0,886996643	NO	
ucp-4	296,7519326	0,14449926	0,125428551	1,1520444	0,249302829	0,886996643	NO	
K08C7.9	0,911089764	1,20628973	1,047091598	1,1520384	0,249305294	0,886996643	NO	
tag-30	1790,990025	-0,167898593	0,145755284	-1,151921146	0,249353478	0,886996643	NO	
ceh-31	325,2383534	-0,106550887	0,09250128	-1,151885543	0,24936811	0,886996643	NO	
pxmp-4	694,410424	0,185597537	0,161150655	1,151702034	0,249443536	0,887147926	NO	
clec-229	324,3820709	0,283450624	0,246157305	1,151501982	0,24952578	0,887323413	NO	
F54F7.10	7,192691677	0,58047738	0,504491207	1,15061942	0,24988884	0,888154657	NO	
C04A2.16	0,56082408	-1,506511244	1,309391992	-1,150542583	0,249920466	0,888154657	NO	
C09D4.2	145,9714701	0,189646663	0,164846235	1,150445825	0,249960295	0,888154657	NO	
rpt-4	6979,495285	0,101284231	0,088046481	1,150349564	0,249999924	0,888154657	NO	
T24A11.5	3,736211205	-0,721687084	0,627375334	-1,150327475	0,250009019	0,888154657	NO	
T23E7.2	4860,447718	-0,334398353	0,290704446	-1,150303539	0,250018874	0,888154657	NO	
Y38H6A.10	0,654473748	1,62268309	1,410713986	1,150256612	0,250038196	0,888154657	NO	
srt-12	5,534901019	0,531208525	0,461830019	1,150225199	0,25005113	0,888154657	NO	
srg-56	0,618532311	-1,720774722	1,4961166	-1,150160838	0,250077633	0,888154657	NO	
B0334.12	0,531249706	1,74089919	1,514016957	1,149854486	0,250203809	0,888154657	NO	
C37A5.7	209,0865898	0,118846643	0,103366637	1,149758248	0,250243456	0,888154657	NO	
alg-5	733,8089687	-0,197056226	0,17143943	-1,149421847	0,250382076	0,888154657	NO	
acr-25	331,3943147	-0,149798605	0,130341674	-1,149276363	0,250442042	0,888154657	NO	
sys-1	1970,180142	-0,241121904	0,209803768	-1,14927347	0,250443234	0,888154657	NO	
ngn-1	712,5992713	0,175653142	0,152838481	1,149273021	0,250443419	0,888154657	NO	
T05B4.12	18,85100542	-0,393204797	0,342156525	-1,14919567	0,250475306	0,888154657	NO	
R144.3	1007,378883	0,184335263	0,160412133	1,149135418	0,250500146	0,888154657	NO	
sri-66	0,418494169	-2,036291106	1,772058335	-1,149110651	0,250510357	0,888154657	NO	
mre-11	764,3374428	-0,253183132	0,22033188	-1,149098952	0,25051518	0,888154657	NO	
pgp-4	889,7829381	-0,241574821	0,210230128	-1,149097058	0,250515961	0,888154657	NO	
R57.2	1062,717527	0,14204479	0,123624868	1,14899852	0,250556591	0,888154657	NO	
apm-3	2764,853266	0,095541493	0,083153953	1,148971145	0,250567879	0,888154657	NO	
syx-5	2867,48347	-0,125247755	0,109013333	-1,148921438	0,250588377	0,888154657	NO	
F30A10.13	24,32861242	-0,30233164	0,26319954	-1,148678449	0,250688595	0,888154657	NO	
T06D10.3	3,398130161	0,576073853	0,501535656	1,148619937	0,250712732	0,888154657	NO	
cyp-13A5	77,32123668	0,314874083	0,274133279	1,148616773	0,250714038	0,888154657	NO	
Y69H2.15	86,25996764	-0,263719666	0,229602113	-1,148594249	0,25072333	0,888154657	NO	
mig-1	1995,268746	-0,144165006	0,125532276	-1,148429792	0,250791181	0,888154657	NO	
rgs-2	488,7620633	-0,173667855	0,151226295	-1,148397211	0,250804625	0,888154657	NO	
srh-87	14,97131102	0,365313614	0,318166281	1,148184568	0,250892378	0,888154657	NO	
fem-1	1708,50286	-0,060852128	0,053002537	-1,148098412	0,25092794	0,888154657	NO	
xpc-1	1455,780504	-0,33035121	0,287746729	-1,148062433	0,250942791	0,888154657	NO	
fbxb-84	1262,714502	0,221163637	0,192655756	1,147973158	0,250979645	0,888154657	NO	
xpo-2	3545,998543	-0,271077098	0,236175647	-1,147777517	0,251060421	0,888154657	NO	
ZK84.5	0,892532175	1,207818321	1,052416611	1,14766178	0,251108215	0,888154657	NO	
F17B5.11	6,669620781	0,331922402	0,289253668	1,147513197	0,251169582	0,888154657	NO	
D1007.19	61,05575852	0,297227386	0,259025388	1,147483604	0,251181806	0,888154657	NO	
K02E10.1	1322,049604	0,110999326	0,096734004	1,147469575	0,251187601	0,888154657	NO	
Y75B8A.28	31,11209301	0,193121	0,16832661	1,147299286	0,251257949	0,888154657	NO	
sqv-1	998,7440521	-0,13390708	0,116744098	-1,147013698	0,25137596	0,888154657	NO	
F33D4.6	8010,215872	-0,303329307	0,264452769	-1,147007488	0,251378526	0,888154657	NO	
sec-61.B	10053,9491	0,211784895	0,184645097	1,146983587	0,251388404	0,888154657	NO	
pes-4	2857,248307	-0,194284057	0,169422019	-1,146746202	0,251486529	0,888154657	NO	
R13H4.6	3,166556932	1,004757643	0,876203931	1,146716658	0,251498744	0,888154657	NO	
ZK1225.4	1,460722733	1,11076472	0,968661386	1,146700732	0,251505328	0,888154657	NO	
acr-10	57,01818249	-0,216158338	0,188506492	-1,14668909	0,251510141	0,888154657	NO	
W03B1.5	19,52395407	0,28877502	0,251840545	1,146658175	0,251522923	0,888154657	NO	
F38G1.4	0,52369625	-1,597069178	1,392976307	-1,14651568	0,251581843	0,888154657	NO	
smc-3	3875,049652	-0,370140602	0,322910053	-1,146265339	0,25168538	0,888154657	NO	
C53A5.17	790,3277555	-0,222509772	0,194144824	-1,146102005	0,251752948	0,888154657	NO	
F10B5.3	34,53211	-0,215840081	0,188330707	-1,14606951	0,251766392	0,888154657	NO	
tag-267	2927,820226	0,207054644	0,180667043	1,146056522	0,251771766	0,888154657	NO	
dyf-17	168,8215421	-0,192552171	0,168016256	-1,146032985	0,251781504	0,888154657	NO	
fbxc-30	74,86065477	-0,247632347	0,216080965	-1,146016479	0,251788334	0,888154657	NO	
apr-1	3933,263857	-0,277656965	0,242289943	-1,145969827	0,251807637	0,888154657	NO	
scp-1	1456,784336	-0,212382732	0,18534044	-1,145906049	0,251834028	0,888154657	NO	
try-10	37,30818012	0,344799858	0,300906896	1,145868914	0,251849395	0,888154657	NO	
acs-5	3842,369836	-0,178255068	0,155571891	-1,145805112	0,2518758	0,888154657	NO	
clec-223	2,072590568	-0,803694663	0,701519316	-1,145648658	0,251940556	0,888154657	NO	
F28F5.6	77,83351656	0,262668699	0,229295849	1,14554494	0,251983491	0,888154657	NO	
irld-55	9,16821823	-0,433176131	0,378196297	-1,145373803	0,252054345	0,888154657	NO	
sft-4	6412,890042	0,113589258	0,099177569	1,145311978	0,252079946	0,888154657	NO	
srbc-39	2,849790448	-0,809340688	0,706690018	-1,145255582	0,2521033	0,888154657	NO	
ugt-24	135,4511508	-0,189030624	0,165061377	-1,145214144	0,252120461	0,888154657	NO	
T22A3.11	21,69998078	-0,289068418	0,252450321	-1,145050707	0,252188153	0,888154657	NO	
gcst-1	3027,333883	0,122860041	0,107298252	1,145033018	0,25219548	0,888154657	NO	
H04D03.6	93,08082414	0,25910107	0,22629132	1,14498899	0,252213718	0,888154657	NO	
clec-73	9,064107388	-0,570215834	0,498035254	-1,144930665	0,25223788	0,888154657	NO	
catp-6	2295,815375	-0,169389057	0,147950461	-1,144903886	0,252248974	0,888154657	NO	
fitm-2	1168,964346	0,122414287	0,106930635	1,144800902	0,252291641	0,888154657	NO	
tbc-13	609,7309873	-0,190238992	0,16619824	-1,144651067	0,252353729	0,888154657	NO	
C01F1.4	86,73565361	0,191870253	0,167627577	1,14462224	0,252365676	0,888154657	NO	
ivph-3	925,8216969	-0,208766306	0,182440802	-1,144296147	0,252500841	0,888154657	NO	
F10C1.9	55,45012983	-0,186915462	0,163349392	-1,144267877	0,252512561	0,888154657	NO	
tag-250	1421,273015	0,097398149	0,085119202	1,144255896	0,252517528	0,888154657	NO	
F22F1.2	20,50360397	0,392257608	0,342812072	1,144235105	0,252526148	0,888154657	NO	
R186.9	0,523527191	1,736588257	1,517769108	1,144171566	0,252552493	0,888154657	NO	
xbx-6	2639,285605	0,117552503	0,102767561	1,143867794	0,252678469	0,888154657	NO	
str-138	14,02523879	-0,454907834	0,397695038	-1,143860975	0,252681298	0,888154657	NO	
plg-1	120,8247263	-0,258173277	0,225715324	-1,143800396	0,252706426	0,888154657	NO	
ZC506.1	2665,203631	-0,20629561	0,180374362	-1,143708051	0,252744733	0,888154657	NO	
F47B3.4	1,487064629	-0,820338568	0,717265025	-1,143703567	0,252746594	0,888154657	NO	
K01A11.1	641,5023216	0,168622434	0,147436055	1,143698765	0,252748586	0,888154657	NO	
D1044.6	1384,187519	-0,294033592	0,257094001	-1,143681267	0,252755845	0,888154657	NO	
cutl-18	1055,700971	-0,248663007	0,217429903	-1,143646773	0,252770156	0,888154657	NO	
exc-6	2015,563454	-0,276575028	0,241896264	-1,143362131	0,252888269	0,888154657	NO	
T24C2.5	61,33140782	0,224380538	0,196273566	1,143203038	0,252954301	0,888154657	NO	
set-6	808,1368603	-0,236148024	0,206569753	-1,143187813	0,252960621	0,888154657	NO	
klp-15	394,5733847	-0,210863081	0,184452056	-1,143186395	0,25296121	0,888154657	NO	
abu-14	16063,87889	-0,231945423	0,202907391	-1,143109776	0,252993016	0,888154657	NO	
Y71F9AM.7	1,270840021	1,375529045	1,203365371	1,143068496	0,253010153	0,888154657	NO	
C02F5.10	254,7872643	0,230252634	0,201453212	1,142958364	0,253055878	0,888154657	NO	
ints-11	1045,472083	-0,15904775	0,139159417	-1,142917617	0,253072797	0,888154657	NO	
F28A12.9	1,413464131	-0,834959087	0,73056671	-1,142892326	0,253083299	0,888154657	NO	
edc-4	3779,178264	-0,193483851	0,169329012	-1,142650328	0,253183801	0,888154657	NO	
Y6B3B.15	4,187434767	-0,517553083	0,452956543	-1,1426109	0,253200178	0,888154657	NO	
che-7	387,4372065	-0,138319367	0,121057769	-1,142589755	0,253208961	0,888154657	NO	
rbm-34	3547,677432	-0,199406981	0,174532526	-1,142520453	0,25323775	0,888154657	NO	
nhr-97	4399,448121	0,10710022	0,093746955	1,142439455	0,253271399	0,888154657	NO	
grl-1	944,0886903	-0,200117939	0,175215781	-1,142122799	0,25340298	0,888154657	NO	
Y55B1AR.2	1161,582454	-0,283453048	0,248185284	-1,14210256	0,253411391	0,888154657	NO	
ari-1.4	4003,32378	0,138325511	0,121117423	1,142077722	0,253421715	0,888154657	NO	
F46G10.2	488,1108463	-0,161995283	0,141843486	-1,142070654	0,253424652	0,888154657	NO	
C06B3.7	13,28718529	0,580421428	0,50824189	1,142018081	0,253446504	0,888154657	NO	
F32A6.7	6,397740763	0,417626023	0,365738863	1,141869419	0,253508302	0,888154657	NO	
C17D12.8	20,38605598	0,512959892	0,449232577	1,141858178	0,253512975	0,888154657	NO	
frpr-1	18,0037693	0,292227278	0,255922792	1,141857181	0,25351339	0,888154657	NO	
Y68A4A.13	7,200683867	0,548793471	0,48066312	1,141742416	0,253561104	0,888154657	NO	
svh-1	119,9963676	-0,247461848	0,216745844	-1,141714386	0,253572759	0,888154657	NO	
hmg-1.2	10002,39671	-0,134891986	0,118156206	-1,141641142	0,253603215	0,888154657	NO	
nhr-139	230,0878887	-0,159657689	0,139857792	-1,141571635	0,25363212	0,888154657	NO	
ncx-5	41,32832831	-0,259846241	0,227629758	-1,14153019	0,253649356	0,888154657	NO	
F58G11.4	90,26961387	-0,148063002	0,129710369	-1,141489326	0,253666351	0,888154657	NO	
haf-1	246,9342399	-0,166998944	0,146306807	-1,141429762	0,253691125	0,888154657	NO	
sek-6	167,1959446	-0,120262907	0,105372917	-1,141307567	0,253741954	0,888154657	NO	
srx-137	1,889983634	-0,932076421	0,816696497	-1,14127638	0,253754928	0,888154657	NO	
Y57A10A.2	77,70442885	-0,129474169	0,113454903	-1,14119501	0,253788781	0,888154657	NO	
Y73B3A.31	26,21431488	-0,553794625	0,48527644	-1,141194131	0,253789146	0,888154657	NO	
F37H8.6	43,68111025	-0,195251998	0,171105085	-1,141123293	0,253818619	0,888154657	NO	
daf-12	782,4444188	-0,331627058	0,290649665	-1,140985517	0,25387595	0,888154657	NO	
efhc-1	69,70212898	-0,177843038	0,155872285	-1,140953556	0,253889251	0,888154657	NO	
toe-1	5314,054283	-0,234394166	0,205448406	-1,140890651	0,25391543	0,888154657	NO	
rpc-1	2549,301491	-0,264068667	0,231458676	-1,140889046	0,253916098	0,888154657	NO	
unc-5	4262,906612	-0,113122755	0,099164292	-1,140760987	0,2539694	0,888154657	NO	
D2062.5	2,30942081	0,832865527	0,730246248	1,140526951	0,254066831	0,888154657	NO	
F53G12.12	9,731552859	0,47995641	0,42083992	1,140472629	0,254089449	0,888154657	NO	
ZK697.1	1,549841069	-1,119823071	0,981918523	-1,140443983	0,254101378	0,888154657	NO	
C05E11.7	260,4574578	-0,129671289	0,113705888	-1,140409619	0,254115687	0,888154657	NO	
dpf-3	3660,040597	-0,209228526	0,183475195	-1,140364102	0,254134642	0,888154657	NO	
rbm-5	2818,584775	-0,277060323	0,24301548	-1,140093308	0,254247429	0,888154657	NO	
nrde-3	4648,709245	-0,233604047	0,204914925	-1,14000504	0,254284201	0,888154657	NO	
D1007.4	562,6441204	0,215919215	0,189412972	1,139938896	0,254311759	0,888154657	NO	
K08C9.6	2,371254271	1,00906058	0,885219662	1,139898517	0,254328583	0,888154657	NO	
gly-20	2259,104025	0,076764523	0,067343298	1,139898476	0,2543286	0,888154657	NO	
Y48A6C.8	270,1678775	-0,165732528	0,14539995	-1,139838964	0,254353397	0,888154657	NO	
bris-1	2907,156075	-0,28397412	0,249148124	-1,139780284	0,25437785	0,888154657	NO	
mxl-3	457,0239288	0,230191658	0,201962211	1,139775886	0,254379682	0,888154657	NO	
tam-1	11612,46537	-0,232279692	0,203807747	-1,139700015	0,254411301	0,888154657	NO	
R13H8.5	0,472114404	-1,990449967	1,746616189	-1,139603525	0,254451516	0,888154657	NO	
delm-2	3,250260343	1,192336622	1,046398873	1,139466654	0,254508569	0,888154657	NO	
pap-2	456,2034631	-0,235005797	0,206258399	-1,13937565	0,254546508	0,888154657	NO	
M02B1.4	50,65116716	0,214323387	0,188112325	1,139337293	0,254562499	0,888154657	NO	
npp-21	6337,689982	-0,326327064	0,286425111	-1,139310248	0,254573776	0,888154657	NO	
C41G11.1	322,6449467	-0,135879992	0,119265865	-1,139303283	0,25457668	0,888154657	NO	
odr-10	3,324689199	0,800512879	0,702651947	1,139273694	0,254589017	0,888154657	NO	
Y4C6B.98	6,389705174	-0,356700158	0,313168731	-1,139003108	0,254701858	0,888154657	NO	
chd-1	3329,666448	-0,344043382	0,302072604	-1,138942681	0,254727062	0,888154657	NO	
srd-12	2,381658577	0,727579353	0,638833704	1,138918233	0,25473726	0,888154657	NO	
mir-356.2	10,74708345	0,560465421	0,492111777	1,138898616	0,254745443	0,888154657	NO	
H24K24.2	206,8588864	-0,252872936	0,222035445	-1,138885443	0,254750938	0,888154657	NO	
C47E12.11	0,843011445	1,823842909	1,601578244	1,138778524	0,254795541	0,888154657	NO	
srw-95	4,771864422	0,550522736	0,483433972	1,138775443	0,254796827	0,888154657	NO	
pkc-1	4985,08915	-0,216927796	0,190492712	-1,138772158	0,254798197	0,888154657	NO	
daao-1	223,5324745	-0,182044817	0,159875594	-1,138665464	0,254842713	0,888195026	NO	
nhr-40	1331,047116	-0,114390025	0,100472035	-1,138526011	0,254900904	0,888283045	NO	
ZK813.4	531,4712224	-0,123198476	0,108244404	-1,138150995	0,255057437	0,888366079	NO	
hrdl-1	2360,691318	0,120739016	0,106096157	1,138014974	0,25511423	0,888366079	NO	
pot-2	769,7221369	0,243890119	0,21431702	1,137987638	0,255125644	0,888366079	NO	
ctsa-3.1	1790,064478	-0,208936162	0,183602364	-1,137981875	0,255128051	0,888366079	NO	
Y66D12A.8	2755,885297	0,135911334	0,119439692	1,137907607	0,255159065	0,888366079	NO	
F52H2.7	931,2873243	-0,160877575	0,141395471	-1,137784498	0,255210479	0,888366079	NO	
thk-1	2781,84439	0,144255614	0,126787299	1,137776536	0,255213805	0,888366079	NO	
T02E1.7	5,299067458	-0,456975967	0,401642744	-1,137767266	0,255217677	0,888366079	NO	
W02D9.6	2,151624373	0,883094526	0,776170213	1,137758846	0,255221194	0,888366079	NO	
Y73B3A.4	432,4946607	-0,199788121	0,175622977	-1,13759671	0,255288921	0,88838609	NO	
npr-9	55,98297564	-0,217632217	0,191314947	-1,137559924	0,255304289	0,88838609	NO	
pat-12	8410,702334	-0,28470233	0,250285889	-1,137508517	0,255325766	0,88838609	NO	
tftc-1	1911,175858	-0,277024888	0,24358478	-1,137283243	0,255419898	0,888598971	NO	
sulp-5	25,29847034	-0,306102752	0,269182406	-1,13715735	0,255472513	0,888645124	NO	
clc-2	545,9658491	0,166259479	0,146214389	1,137093825	0,255499065	0,888645124	NO	
hprt-1	1474,880493	0,173874773	0,152931577	1,136944877	0,25556133	0,888747067	NO	
B0454.8	136,2792407	0,237668882	0,209072054	1,136779774	0,255630361	0,888872512	NO	
T09F5.10	1,586529054	-1,183070772	1,040828498	-1,136662548	0,255679382	0,888928354	NO	
C48B4.9	205,0774067	0,21746945	0,191341357	1,13655225	0,255725511	0,888971559	NO	
C33D12.12	1,418072014	0,878160584	0,772705445	1,136475212	0,255757734	0,888971559	NO	
ZK930.7	18,55889144	-0,425495443	0,374505663	-1,136152228	0,25589286	0,889256739	NO	
fdps-1	1641,881745	0,118402216	0,104216158	1,136121478	0,255905727	0,889256739	NO	
ser-7	70,578784	-0,167947218	0,14788293	-1,135676834	0,256091839	0,889592012	NO	
T09H2.2	0,540847825	1,608142566	1,416183255	1,135546943	0,256146225	0,889592012	NO	
Y48C3A.5	2220,196479	-0,214412829	0,188825635	-1,135506997	0,256162952	0,889592012	NO	
F27D4.6	684,2032246	-0,322908362	0,284433001	-1,135270385	0,256262047	0,889592012	NO	
C25A1.18	0,389171634	1,904052332	1,677231493	1,135235261	0,256276759	0,889592012	NO	
F15B9.10	2022,888046	-0,087247686	0,076854374	-1,135233839	0,256277355	0,889592012	NO	
T05F1.5	1,071225378	1,174169856	1,034328441	1,135200202	0,256291445	0,889592012	NO	
C39E9.8	1155,52508	0,263382461	0,232048997	1,135029517	0,256362951	0,889592012	NO	
clec-92	3,606846142	-0,851337424	0,750121359	-1,13493292	0,256403425	0,889592012	NO	
rgl-1	3359,774911	-0,12791039	0,112713557	-1,13482702	0,256447803	0,889592012	NO	
rig-1	2479,507572	-0,173139347	0,152573102	-1,134796005	0,2564608	0,889592012	NO	
ifta-2	439,7932866	-0,177259678	0,156219444	-1,134683838	0,256507811	0,889592012	NO	
nlp-2	38,46629606	0,330433968	0,291221757	1,134647258	0,256523144	0,889592012	NO	
Y105E8B.6	298,169436	0,238036967	0,20981509	1,134508328	0,256581382	0,889592012	NO	
Y57G11C.32	267,9312809	-0,209565839	0,184747103	-1,134338968	0,256652389	0,889592012	NO	
dnj-7	4061,08855	-0,175055742	0,154325977	-1,13432453	0,256658443	0,889592012	NO	
C25E10.7	4,095954625	0,626635263	0,552530833	1,13411818	0,256744979	0,889592012	NO	
Y75B8A.14	1285,852268	0,13416737	0,118301926	1,134109773	0,256748505	0,889592012	NO	
ZC317.7	52,69369319	-0,197190999	0,173884154	-1,134036622	0,256779187	0,889592012	NO	
C37C3.12	125,4962892	0,192154996	0,169463298	1,133903321	0,256835104	0,889592012	NO	
K02F6.8	13,0204506	-0,308600323	0,272159551	-1,133894885	0,256838643	0,889592012	NO	
F16H6.4	0,941961138	-1,276231291	1,125587063	-1,13383614	0,256863288	0,889592012	NO	
K10B3.5	969,2107123	-0,146308147	0,129041933	-1,13380313	0,256877138	0,889592012	NO	
T07D4.2	89,28009393	0,183569269	0,16191365	1,13374795	0,25690029	0,889592012	NO	
C27C12.1	420,4401059	-0,140178765	0,123647604	-1,133695762	0,256922188	0,889592012	NO	
fbxa-181	65,81755458	0,276381833	0,243810693	1,133591928	0,256965761	0,889592012	NO	
ins-4	15,26675034	0,459308269	0,405216152	1,133489538	0,257008732	0,889592012	NO	
B0303.17	0,768982417	-1,208686124	1,066366034	-1,133462701	0,257019996	0,889592012	NO	
mans-2	2390,277594	-0,124674169	0,110007184	-1,133327518	0,25707674	0,889592012	NO	
F36H9.7	452,1828481	0,218427902	0,192737756	1,133290678	0,257092205	0,889592012	NO	
F31B12.6	1,198552572	-1,043993365	0,921268304	-1,133213158	0,25712475	0,889592012	NO	
ZC416.2	122,0867085	0,235358967	0,207717899	1,133070223	0,257184765	0,889592012	NO	
F02C12.1	484,0207111	-0,286088284	0,252518188	-1,132941301	0,257238904	0,889592012	NO	
zip-4	1188,347684	0,095597868	0,084383391	1,132899097	0,257256629	0,889592012	NO	
elt-1	2387,514096	-0,188205643	0,166128008	-1,132895323	0,257258214	0,889592012	NO	
